ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0020-0004-0002-0002;0020-0004-0002;d;Dysponent;Wojewodowie;85;;251
0020-0005;0020;b;Zadanie 20.5;Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia;;;889050
0020-0005-0001;0020-0005;c;Podzadanie 20.5.1;Profilaktyka zdrowotna;;;39011
0020-0005-0001-0001;0020-0005-0001;d;Dysponent;Ministerstwo Zdrowia;46;;13919
0020-0005-0001-0002;0020-0005-0001;d;Dysponent;Wojewodowie;85;;25092
0020-0005-0002;0020-0005;c;Podzadanie 20.5.2;Nzadór sanitarny i działalność kontrolno- inspekcyjna;;;517306
0020-0005-0002-0001;0020-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;6372
0020-0005-0002-0002;0020-0005-0002;d;Dysponent;Ministerstwo Zdrowia;46;;28131
0020-0005-0002-0003;0020-0005-0002;d;Dysponent;Wojewodowie;85;;482803
0020-0005-0003;0020-0005;c;Podzadanie 20.5.3;Zapobieganie i zwalczanie chorób zakaźnych;;;138048
0020-0005-0003-0001;0020-0005-0003;d;Dysponent;Ministerstwo Zdrowia;46;;85843
0020-0005-0003-0002;0020-0005-0003;d;Dysponent;Wojewodowie;85;;52205
0020-0005-0004;0020-0005;c;Podzadanie 20.5.4;Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych;;;169382
0020-0005-0004-0001;0020-0005-0004;d;Dysponent;Ministerstwo Zdrowia;46;;7779
0020-0005-0004-0002;0020-0005-0004;d;Dysponent;Wojewodowie;85;;161603
0020-0005-0005;0020-0005;c;Podzadanie 20.5.5;Tworzenie i utrzymywanie rezerw państwowych;;;1566
0020-0005-0005-0001;0020-0005-0005;d;Dysponent;Ministerstwo Zdrowia;46;;1566
0020-0005-0006;0020-0005;c;Podzadanie 20.5.6;Realizacja zadań edukacyjno- informacyjnych z zakresu programów zdrowotnych państwa dotyczących uzależnień;;;23737
0020-0005-0006-0001;0020-0005-0006;d;Dysponent;Ministerstwo Zdrowia;46;;15639
0020-0005-0006-0002;0020-0005-0006;d;Dysponent;Wojewodowie;85;;8098
0021;;a;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;;;5866797
0021-0001;0021;b;Zadanie 21.1;Rozwój produkcji roślinnej i ochrona roślin uprawnych;;;192134
0021-0001-0001;0021-0001;c;Podzadanie 21.1.1;Postęp biologiczny w produkcji roślinnej;;;40813
0021-0001-0001-0001;0021-0001-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;40813
0021-0001-0002;0021-0001;c;Podzadanie 21.1.2;Rejestracja i ochrona prawna odmian roślin uprawnych;;;29103
0021-0001-0002-0001;0021-0001-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;29103
0021-0001-0003;0021-0001;c;Podzadanie 21.1.3;Kontrola wytwarzania, oceny i obrotu materiałem siewnym;;;39703
0021-0001-0003-0001;0021-0001-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;3837
0021-0001-0003-0002;0021-0001-0003;d;Dysponent;Wojewodowie;85;;35866
0021-0001-0004;0021-0001;c;Podzadanie 21.1.4;Ochrona roślin;;;82515
0021-0001-0004-0001;0021-0001-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;10082
0021-0001-0004-0002;0021-0001-0004;d;Dysponent;Wojewodowie;85;;72433
0021-0002;0021;b;Zadanie 21.2;Rozwój produkcji zwierzęcej i hodowli zwierząt;;;125727
0021-0002-0001;0021-0002;c;Podzadanie 21.2.1;Postęp biologiczny w produkcji zwierzęcej;;;115314
0021-0002-0001-0001;0021-0002-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;115314
0021-0002-0002;0021-0002;c;Podzadanie 21.2.2;Kontrola w zakresie hodowli i produkcji zwierzęcej;;;10413
0021-0002-0002-0001;0021-0002-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;10413
0021-0003;0021;b;Zadanie 21.3;Ochrona zdrowia i dobrostanu zwierząt oraz zdrowia publicznego;;;404880
0021-0003-0001;0021-0003;c;Podzadanie 21.3.1;Ochrona zdrowia, zwalczanie chorób zakaźnych i dobrostan zwierząt;;;253328
0021-0003-0001-0001;0021-0003-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;22090
0021-0003-0001-0002;0021-0003-0001;d;Dysponent;Wojewodowie;85;;231238
0021-0003-0002;0021-0003;c;Podzadanie 21.3.2;Bezpieczeństwo żywności pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania oraz transportu;;;135760
0021-0003-0002-0001;0021-0003-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;11176
0021-0003-0002-0002;0021-0003-0002;d;Dysponent;Wojewodowie;85;;124584
0021-0003-0003;0021-0003;c;Podzadanie 21.3.3;Działania laboratoriów referencyjnych w zakresie kontroli urzędowych;;;15792
0021-0003-0003-0001;0021-0003-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;15792
0021-0004;0021;b;Zadanie 21.4;Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności;;;62407
0021-0004-0001;0021-0004;c;Podzadanie 21.4.1;Kształtowanie ustroju rolnego państwa i gospodarki żywnościowej;;;14641
0021-0004-0001-0001;0021-0004-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;14156
0021-0004-0001-0002;0021-0004-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;450
0021-0004-0001-0003;0021-0004-0001;d;Dysponent;Wojewodowie;85;;35
0021-0004-0002;0021-0004;c;Podzadanie 21.4.2;Rolnictwo ekologiczne;;;7006
0021-0004-0002-0001;0021-0004-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;6000
0021-0004-0002-0002;0021-0004-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;265
0021-0004-0002-0003;0021-0004-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;741
0021-0004-0003;0021-0004;c;Podzadanie 21.4.3;śywność regionalna, tradycyjna i systemy jakości żywności;;;3265
0021-0004-0003-0001;0021-0004-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0004-0003-0002;0021-0004-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;385
0021-0004-0003-0003;0021-0004-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;2880
0021-0004-0004;0021-0004;c;Podzadanie 21.4.4;Agrochemiczna obsługa rolnictwa w Polsce;;;37495
0021-0004-0004-0001;0021-0004-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;37495
0021-0005;0021;b;Zadanie 21.5;Wspieranie infrastruktury wsi;;;384776
0021-0005-0001;0021-0005;c;Podzadanie 21.5.1;Nadzór nad usuwaniem skutków klęsk żywiołowych w rolnictwie;;;3567
0021-0005-0001-0001;0021-0005-0001;d;Dysponent;Wojewodowie;85;;3567
0021-0005-0002;0021-0005;c;Podzadanie 21.5.2;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa, w tym scalanie i wymiana gruntów oraz zagospodarowanie poscaleniowe;;;24702
0021-0005-0002-0001;0021-0005-0002;d;Dysponent;Wojewodowie;85;;24702
0021-0005-0003;0021-0005;c;Podzadanie 21.5.3;Budowa i utrzymanie urządzeń melioracji wodnych podstawowych i szczegółowych;;;356507
0021-0005-0003-0001;0021-0005-0003;d;Dysponent;Wojewodowie;85;;356507
0021-0006;0021;b;Zadanie 21.6;Wspieranie rybactwa śródlądowego i rybołówstwa morskiego;;;111931
0021-0006-0001;0021-0006;c;Podzadanie 21.6.1;Wspieranie rybactwa śródlądowego;;;24775
0021-0006-0001-0001;0021-0006-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;5200
0021-0006-0001-0002;0021-0006-0001;d;Dysponent;Wojewodowie;85;;19575
0021-0006-0002;0021-0006;c;Podzadanie 21.6.2;Wspieranie rybołówstwa morskiego;;;19866
0021-0006-0002-0001;0021-0006-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;19866
0021-0006-0003;0021-0006;c;Podzadanie 21.6.3;PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;;;67290
0021-0006-0003-0001;0021-0006-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;62849
0021-0006-0003-0002;0021-0006-0003;d;Dysponent;Wojewodowie;85;;4441
0021-0007;0021;b;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;;;4584942
0021-0007-0001;0021-0007;c;Podzadanie 21.7.1;Doradztwo rolnicze;;;158568
0021-0007-0001-0001;0021-0007-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;3951
0021-0007-0001-0002;0021-0007-0001;d;Dysponent;Wojewodowie;85;;154617
0021-0007-0002;0021-0007;c;Podzadanie 21.7.2;Pomoc krajowa i wspólnotowa inna niż WPR;;;1255754
0021-0007-0002-0001;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;109500
0021-0007-0002-0002;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;864344
0021-0007-0002-0003;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;280564
0021-0007-0002-0004;0021-0007-0002;d;Dysponent;Wojewodowie;85;;1346
0021-0007-0003;0021-0007;c;Podzadanie 21.7.3;Wspieranie realizacji WPR Unii Europejskiej;;;594981
0021-0007-0003-0001;0021-0007-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;331083
0021-0007-0003-0002;0021-0007-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;263898
0021-0007-0004;0021-0007;c;Podzadanie 21.7.4;Program Rozwoju Obszarów Wiejskich 2007- 2013;;;1228053
0021-0007-0004-0001;0021-0007-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;640
0021-0007-0004-0002;0021-0007-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;1100756
0021-0007-0004-0003;0021-0007-0004;d;Dysponent;Wojewodowie;85;;126657
0021-0007-0005;0021-0007;c;Podzadanie 21.7.5;Realizacja płatności bezpośrednich;;;1313080
0021-0007-0005-0001;0021-0007-0005;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;1313080
0021-0007-0006;0021-0007;c;Podzadanie 21.7.6;Zbieranie i wykorzystywanie danych rachunkowych z gospodarstw rolnych na potrzeby FADN (Farm Accountancy Data Network);;;34506
0021-0007-0006-0001;0021-0007-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;34506
0022;;a;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;;;3287947
0022-0001;0022;b;Zadanie 22.1;Promocja, reprezentacja urzędu i doradztwo o charakterze programowym i ogólnopolitycznym;;;697413
0022-0001-0001;0022-0001;c;Dysponent;Kancelaria Senatu;03;;1477
0022-0001-0002;0022-0001;c;Dysponent;Najwyższa Izba Kontroli;07;;6042
0022-0001-0003;0022-0001;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;7256
0022-0001-0004;0022-0001;c;Dysponent;Krajowe Biuro Wyborcze;11;;13955
0022-0001-0005;0022-0001;c;Dysponent;Państwowa Inspekcja Pracy;12;;22612
0022-0001-0006;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;867
0022-0001-0007;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;18;;10163
0022-0001-0008;0022-0001;c;Dysponent;Ministerstwo Gospodarki;20;;2479
0022-0001-0009;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;21;;1549
0022-0001-0010;0022-0001;c;Dysponent;Ministerstwo Środowiska;22;;5713
0022-0001-0011;0022-0001;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;10387
0022-0001-0012;0022-0001;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;12235
0022-0001-0013;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;26;;2462
0022-0001-0014;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;781
0022-0001-0015;0022-0001;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;10551
0022-0001-0016;0022-0001;c;Dysponent;Ministerstwo Obrony Narodowej;29;;115158
0022-0001-0017;0022-0001;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;10551
0022-0001-0018;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;6367
0022-0001-0019;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;58479
0022-0001-0020;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;62050
0022-0001-0021;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;7427
0022-0001-0022;0022-0001;c;Dysponent;Ministerstwo Skarbu Państwa;36;;11055
0022-0001-0023;0022-0001;c;Dysponent;Ministerstwo Sprawiedliwości;37;;64051
0022-0001-0024;0022-0001;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;7676
0022-0001-0025;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;39;;15717
0022-0001-0026;0022-0001;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;910
0022-0001-0027;0022-0001;c;Dysponent;Ministerstwo Środowiska;41;;12237
0022-0001-0028;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;19275
0022-0001-0029;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;903
0022-0001-0030;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;2893
0022-0001-0031;0022-0001;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;31190
0022-0001-0032;0022-0001;c;Dysponent;Ministerstwo Zdrowia;46;;25969
0022-0001-0033;0022-0001;c;Dysponent;Urząd Zamówień Publicznych;49;;1990
0022-0001-0034;0022-0001;c;Dysponent;Urząd Regulacji Energetyki;50;;3984
0022-0001-0035;0022-0001;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;4072
0022-0001-0036;0022-0001;c;Dysponent;Wyższy Urząd Górniczy;60;;3450
0022-0001-0037;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;10837
0022-0001-0038;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;419
0022-0001-0039;0022-0001;c;Dysponent;Polski Komitet Normalizacyjny;65;;493
0022-0001-0040;0022-0001;c;Dysponent;Państwowa Agencja Atomistyki;68;;1532
0022-0001-0041;0022-0001;c;Dysponent;Urząd Transportu Kolejowego;71;;768
0022-0001-0042;0022-0001;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;12725
0022-0001-0043;0022-0001;c;Dysponent;Wojewodowie;85;;77703
0022-0001-0044;0022-0001;c;Dysponent;Prokuratura Generalna;88;;19003
0022-0002;0022;b;Zadanie 22.2;Obsługa administracyjna;;;1189341
0022-0002-0001;0022-0002;c;Dysponent;Kancelaria Senatu;03;;9242
0022-0002-0002;0022-0002;c;Dysponent;Najwyższa Izba Kontroli;07;;16549
0022-0002-0003;0022-0002;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;1776
0022-0002-0004;0022-0002;c;Dysponent;Krajowe Biuro Wyborcze;11;;22647
0022-0002-0005;0022-0002;c;Dysponent;Państwowa Inspekcja Pracy;12;;34663
0022-0002-0006;0022-0002;c;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0022-0002-0007;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;1988
0022-0002-0008;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;18;;6015
0022-0002-0009;0022-0002;c;Dysponent;Ministerstwo Gospodarki;20;;14133
0022-0002-0010;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;21;;2388
0022-0002-0011;0022-0002;c;Dysponent;Ministerstwo Środowiska;22;;24537
0022-0002-0012;0022-0002;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;9621
0022-0002-0013;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;2370
0022-0002-0014;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;26;;2235
0022-0002-0015;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;611
0022-0002-0016;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;30628
0022-0002-0017;0022-0002;c;Dysponent;Ministerstwo Obrony Narodowej;29;;54090
0022-0002-0018;0022-0002;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;5926
0022-0002-0019;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;13831
0022-0002-0020;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;31177
0022-0002-0021;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;111070
0022-0002-0022;0022-0002;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;34200
0022-0002-0023;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;3908
0022-0002-0024;0022-0002;c;Dysponent;Ministerstwo Skarbu Państwa;36;;8944
0022-0002-0025;0022-0002;c;Dysponent;Ministerstwo Sprawiedliwości;37;;27344
0022-0002-0026;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;2797
0022-0002-0027;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;39;;15561
0022-0002-0028;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;311
0022-0002-0029;0022-0002;c;Dysponent;Ministerstwo Środowiska;41;;33636
0022-0002-0030;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;19557
0022-0002-0031;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;718
0022-0002-0032;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;5601
0022-0002-0033;0022-0002;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;75769
0022-0002-0034;0022-0002;c;Dysponent;Ministerstwo Zdrowia;46;;7608
0022-0002-0035;0022-0002;c;Dysponent;Urząd Zamówień Publicznych;49;;1846
0022-0002-0036;0022-0002;c;Dysponent;Urząd Regulacji Energetyki;50;;2131
0022-0002-0037;0022-0002;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;4902
0022-0002-0038;0022-0002;c;Dysponent;Wyższy Urząd Górniczy;60;;3650
0022-0002-0039;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;9082
0022-0002-0040;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;1081
0022-0002-0041;0022-0002;c;Dysponent;Polski Komitet Normalizacyjny;65;;3430
0022-0002-0042;0022-0002;c;Dysponent;Państwowa Agencja Atomistyki;68;;1728
0022-0002-0043;0022-0002;c;Dysponent;Urząd Transportu Kolejowego;71;;1503
0022-0002-0044;0022-0002;c;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0022-0002-0045;0022-0002;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;25336
0022-0002-0046;0022-0002;c;Dysponent;Wojewodowie;85;;196671
0022-0002-0047;0022-0002;c;Dysponent;Prokuratura Generalna;88;;306530
0022-0003;0022;b;Zadanie 22.3;Obsługa techniczna;;;1401193
0022-0003-0001;0022-0003;c;Dysponent;Kancelaria Sejmu;02;;0
0022-0003-0002;0022-0003;c;Dysponent;Kancelaria Senatu;03;;14553
0022-0003-0003;0022-0003;c;Dysponent;Najwyższa Izba Kontroli;07;;53035
0022-0003-0004;0022-0003;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;3325
0022-0003-0005;0022-0003;c;Dysponent;Krajowe Biuro Wyborcze;11;;8781
0022-0003-0006;0022-0003;c;Dysponent;Państwowa Inspekcja Pracy;12;;45627
0022-0003-0007;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;700
0022-0003-0008;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;18;;9819
0022-0003-0009;0022-0003;c;Dysponent;Ministerstwo Gospodarki;20;;22583
0022-0003-0010;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;21;;2209
0022-0003-0011;0022-0003;c;Dysponent;Ministerstwo Środowiska;22;;19140
0022-0003-0012;0022-0003;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;14117
0022-0003-0013;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;6783
0022-0003-0014;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;26;;2945
0022-0003-0015;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;570
0022-0003-0016;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;15896
0022-0003-0017;0022-0003;c;Dysponent;Ministerstwo Obrony Narodowej;29;;28858
0022-0003-0018;0022-0003;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;11732
0022-0003-0019;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;16194
0022-0003-0020;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;11744
0022-0003-0021;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;466228
0022-0003-0022;0022-0003;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;1563
0022-0003-0023;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;823
0022-0003-0024;0022-0003;c;Dysponent;Ministerstwo Skarbu Państwa;36;;17808
0022-0003-0025;0022-0003;c;Dysponent;Ministerstwo Sprawiedliwości;37;;69508
0022-0003-0026;0022-0003;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;3840
0022-0003-0027;0022-0003;c;Dysponent;Ministerstwo Infrastruktury;39;;9716
0022-0003-0028;0022-0003;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;1400
0022-0003-0029;0022-0003;c;Dysponent;Ministerstwo Środowiska;41;;23559
0022-0003-0030;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;22050
0022-0003-0031;0022-0003;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;396
0022-0003-0032;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;7878
0022-0003-0033;0022-0003;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;87519
0022-0003-0034;0022-0003;c;Dysponent;Ministerstwo Zdrowia;46;;10976
0022-0003-0035;0022-0003;c;Dysponent;Urząd Zamówień Publicznych;49;;4371
0022-0003-0036;0022-0003;c;Dysponent;Urząd Regulacji Energetyki;50;;1706
0022-0003-0037;0022-0003;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;7538
0022-0003-0038;0022-0003;c;Dysponent;Wyższy Urząd Górniczy;60;;4373
0022-0003-0039;0022-0003;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;3562
0022-0003-0040;0022-0003;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;1238
0022-0003-0041;0022-0003;c;Dysponent;Polski Komitet Normalizacyjny;65;;5681
0022-0003-0042;0022-0003;c;Dysponent;Państwowa Agencja Atomistyki;68;;2153
0022-0003-0043;0022-0003;c;Dysponent;Urząd Transportu Kolejowego;71;;4303
0022-0003-0044;0022-0003;c;Dysponent;Wojewodowie;85;;152208
0022-0003-0045;0022-0003;c;Dysponent;Prokuratura Generalna;88;;202185
9999;;a;Total;WYDATKI OGÓŁEM;;;327700000
