ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0016-0008-0002-0002;0016-0008-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0016-0008-0003;0016-0008;c;Podzadanie 16.8.3;Nadzór i kontrola nad organizacjami pożytku publicznego oraz fundacjami, dla których ministrem właściwym jest Minister Pracy i Polityki Społecznej;;;0
0016-0008-0003-0001;0016-0008-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0016-0008-0004;0016-0008;c;Podzadanie 16.8.4;Analiza i promocja informacji w zakresie dialogu społecznego;;;0
0016-0008-0004-0001;0016-0008-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0016-0008-0005;0016-0008;c;Podzadanie 16.8.5;Koordynacja współpracy z partnerami społecznymi i wzmocnienie instytucji dialogu społecznego;;;3466
0016-0008-0005-0001;0016-0008-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;3466
0016-0008-0005-0002;0016-0008-0005;d;Dysponent;Wojewodowie;85;;0
0016-0008-0006;0016-0008;c;Podzadanie 16.8.6;Nadzór nad fundacjami i stowarzyszeniami;;;0
0016-0008-0006-0001;0016-0008-0006;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0008-0006-0002;0016-0008-0006;d;Dysponent;Wojewodowie;85;;0
0016-0009;0016;b;Zadanie 16.9;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;157193
0016-0009-0001;0016-0009;c;Podzadanie 16.9.1;Monitorowanie realizacji polityki w zakresie standardów informatyzacji administracji i zapewnienie dostępu do informacji publicznej w formie elektronicznej;;;0
0016-0009-0001-0001;0016-0009-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0016-0009-0002;0016-0009;c;Podzadanie 16.9.2;Centralne systemy ewidencji państwowych;;;0
0016-0009-0002-0001;0016-0009-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0009-0002-0002;0016-0009-0002;d;Dysponent;Wojewodowie;85;;0
0016-0009-0003;0016-0009;c;Podzadanie 16.9.3;Wdrażanie przedsięwzięć informatycznych o publicznym zastosowaniu;;;145788
0016-0009-0003-0001;0016-0009-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0016-0009-0003-0002;0016-0009-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;145788
0016-0009-0005;0016-0009;c;Podzadanie 16.9.5;Upowszechnianie i wspieranie e-administracji usług administracji publicznej;;;11405
0016-0009-0005-0001;0016-0009-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;11405
0016-0009-0005-0002;0016-0009-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0009-0005-0003;0016-0009-0005;d;Dysponent;Wojewodowie;85;;0
0016-0009-0007;0016-0009;c;Podzadanie 16.9.7;Promocja społeczeństwa informacyjnego  i upowszechnianie umiejętności informatycznych w społeczeństwie;;;0
0016-0009-0007-0001;0016-0009-0007;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0017;;a;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;;;12822042
0017-0001;0017;b;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;;;11534284
0017-0001-0001;0017-0001;c;Podzadanie 17.1.1;Wsparcie regionów w zakresie wzrostu poziomu zatrudnienia i spójności gospodarczej;;;2678027
0017-0001-0001-0001;0017-0001-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;2678027
0017-0001-0001-0002;0017-0001-0001;d;Dysponent;Wojewodowie;85;;0
0017-0001-0002;0017-0001;c;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;;;7631581
0017-0001-0002-0001;0017-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0017-0001-0002-0002;0017-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;9296
0017-0001-0002-0003;0017-0001-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;7562864
0017-0001-0002-0004;0017-0001-0002;d;Dysponent;Wojewodowie;85;;59421
0017-0001-0003;0017-0001;c;Podzadanie 17.1.3;Wsparcie województw Polski Wschodniej;;;1224676
0017-0001-0003-0001;0017-0001-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;1224676
0017-0001-0003-0002;0017-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0002;0017;b;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;;;0
0017-0002-0001;0017-0002;c;Podzadanie 17.2.1;Certyfikacja wydatków w ramach programów NPR;;;0
0017-0002-0001-0001;0017-0002-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0017-0002-0002;0017-0002;c;Podzadanie 17.2.2;Zamykanie pomocy w ramach programu SPOT;;;0
0017-0002-0002-0001;0017-0002-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0002-0002-0002;0017-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0017-0002-0003;0017-0002;c;Podzadanie 17.2.3;Zamykanie pomocy w ramach programu ZPORR;;;0
0017-0002-0003-0001;0017-0002-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0002-0003-0002;0017-0002-0003;d;Dysponent;Wojewodowie;85;;0
0017-0002-0004;0017-0002;c;Podzadanie 17.2.4;Zamykanie pomocy w ramach Inicjatywy Wspólnotowej INTERREG;;;0
0017-0002-0004-0001;0017-0002-0004;d;Dysponent;Wojewodowie;85;;0
0017-0003;0017;b;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;;;1196345
0017-0003-0001;0017-0003;c;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;;;0
0017-0003-0001-0001;0017-0003-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0017-0003-0001-0002;0017-0003-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0017-0003-0001-0003;0017-0003-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0001-0004;0017-0003-0001;d;Dysponent;Wojewodowie;85;;0
0017-0003-0002;0017-0003;c;Podzadanie 17.3.2;Zarządzanie realizacją PO Innowacyjna Gospodarka;;;0
0017-0003-0002-0001;0017-0003-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0003;0017-0003;c;Podzadanie 17.3.3;Zarządzanie realizacją PO Infrastruktura i Środowisko;;;0
0017-0003-0003-0001;0017-0003-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0003-0002;0017-0003-0003;d;Dysponent;Wojewodowie;85;;0
0017-0003-0004;0017-0003;c;Podzadanie 17.3.4;Zarządzanie realizacją PO Kapitał Ludzki;;;307823
0017-0003-0004-0001;0017-0003-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;307823
0017-0003-0004-0002;0017-0003-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0005;0017-0003;c;Podzadanie 17.3.5;Zarządzanie realizacją PO Rozwój Polski Wschodniej;;;0
0017-0003-0005-0001;0017-0003-0005;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0006;0017-0003;c;Podzadanie 17.3.6;Zarządzanie realizacją PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;;;0
0017-0003-0006-0001;0017-0003-0006;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0006-0002;0017-0003-0006;d;Dysponent;Wojewodowie;85;;0
0017-0003-0007;0017-0003;c;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;;;0
0017-0003-0007-0001;0017-0003-0007;d;Dysponent;Ministerstwo Finansów;19;;0
0017-0003-0007-0002;0017-0003-0007;d;Dysponent;Wojewodowie;85;;0
0017-0003-0008;0017-0003;c;Podzadanie 17.3.8;Realizacja PO Pomoc Techniczna służąca wdrażaniu programów NSRO 2007-2013;;;0
0017-0003-0008-0001;0017-0003-0008;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0017-0003-0008-0002;0017-0003-0008;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0017-0003-0008-0003;0017-0003-0008;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0017-0003-0008-0004;0017-0003-0008;d;Dysponent;Ministerstwo Środowiska;41;;0
0017-0003-0008-0005;0017-0003-0008;d;Dysponent;Ministerstwo Zdrowia;46;;0
0017-0003-0008-0006;0017-0003-0008;d;Dysponent;Wojewodowie;85;;0
0017-0003-0009;0017-0003;c;Podzadanie 17.3.9;Wdrażanie PO Innowacyjna Gospodarka;;;214956
0017-0003-0009-0001;0017-0003-0009;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;214956
0017-0003-0009-0002;0017-0003-0009;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0009-0003;0017-0003-0009;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0003-0010;0017-0003;c;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;;;428874
0017-0003-0010-0001;0017-0003-0010;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;400000
0017-0003-0010-0002;0017-0003-0010;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0017-0003-0010-0003;0017-0003-0010;d;Dysponent;Ministerstwo Środowiska;41;;0
0017-0003-0010-0004;0017-0003-0010;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0003-0010-0005;0017-0003-0010;d;Dysponent;Ministerstwo Zdrowia;46;;0
0017-0003-0010-0006;0017-0003-0010;d;Dysponent;Wojewodowie;85;;28874
0017-0003-0011;0017-0003;c;Podzadanie 17.3.11;Wdrażanie PO Kapitał Ludzki;;;244692
0017-0003-0011-0001;0017-0003-0011;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0017-0003-0011-0002;0017-0003-0011;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;233178
0017-0003-0011-0003;0017-0003-0011;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0011-0004;0017-0003-0011;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0003-0011-0005;0017-0003-0011;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;9180
0017-0003-0011-0006;0017-0003-0011;d;Dysponent;Ministerstwo Zdrowia;46;;0
0017-0003-0011-0007;0017-0003-0011;d;Dysponent;Wojewodowie;85;;2334
0017-0003-0012;0017-0003;c;Podzadanie 17.3.12;Wdrażanie PO Rozwój Polski Wschodniej;;;0
0017-0003-0012-0001;0017-0003-0012;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0003-0013;0017-0003;c;Podzadanie 17.3.13;Wdrażanie PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;;;0
0017-0003-0013-0001;0017-0003-0013;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0017-0003-0013-0002;0017-0003-0013;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0003-0013-0003;0017-0003-0013;d;Dysponent;Wojewodowie;85;;0
0017-0004;0017;b;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;;;91413
0017-0004-0001;0017-0004;c;Podzadanie 17.4.1;Zarządzanie realizacją zadań w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;;;0
0017-0004-0001-0001;0017-0004-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0017-0004-0001-0002;0017-0004-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0017-0004-0001-0003;0017-0004-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0004-0001-0004;0017-0004-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0017-0004-0001-0005;0017-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0017-0004-0002;0017-0004;c;Podzadanie 17.4.2;Zarządzanie realizacją zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);;;4682
0017-0004-0002-0001;0017-0004-0002;d;Dysponent;Ministerstwo Finansów;19;;4682
0017-0004-0002-0002;0017-0004-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0004-0002-0003;0017-0004-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0017-0004-0003;0017-0004;c;Podzadanie 17.4.3;Wdrażanie projektów w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;;;0
0017-0004-0003-0001;0017-0004-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0017-0004-0003-0002;0017-0004-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0004-0003-0003;0017-0004-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0017-0004-0003-0004;0017-0004-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0017-0004-0003-0005;0017-0004-0003;d;Dysponent;Komisja Nadzoru Finansowego;70;;0
0017-0004-0004;0017-0004;c;Podzadanie 17.4.4;Wdrażanie Funduszu Stypendialnego i Szkoleniowego w ramach Mechanizmów Finansowych;;;0
0017-0004-0004-0001;0017-0004-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0017-0004-0005;0017-0004;c;Podzadanie 17.4.5;Wdrażanie projektów w ramach SPPW;;;34531
0017-0004-0005-0001;0017-0004-0005;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;5863
0017-0004-0005-0002;0017-0004-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;28668
0017-0004-0006;0017-0004;c;Podzadanie 17.4.6;Wsparcie organizacji pozarządowych w ramach Mechanizów Finansowych oraz SPPW;;;9948
0017-0004-0006-0001;0017-0004-0006;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;9948
0017-0004-0007;0017-0004;c;Podzadanie 17.4.7;Wsparcie sektora prywatnego w ramach SPPW;;;42252
0017-0004-0007-0001;0017-0004-0007;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;42252
0017-0004-0010;0017-0004;c;Podzadanie 17.4.10;Zarządzanie programem ogólnym ``Solidarność i zarządzanie przepływami migracyjnymi``;;;0
0017-0004-0010-0001;0017-0004-0010;d;Dysponent;Ministerstwo Finansów;19;;0
0017-0004-0010-0002;0017-0004-0010;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0017-0004-0011;0017-0004;c;Podzadanie 17.4.11;Zarządzanie realizacją pozostałych programów finansowanych z udziałem bezzwrotnej pomocy zagranicznej;;;0
0017-0004-0011-0001;0017-0004-0011;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0018;;a;FUNKCJA 18;SPRAWIEDLIWOŚĆ;;;35727
0018-0001;0018;b;Zadanie 18.1;Sprawowanie wymiaru sprawiedliwości przez sądy powszechne i wojskowe;;;0
0018-0001-0001;0018-0001;c;Podzadanie 18.1.1;Działalność orzecznicza;;;0
0018-0001-0001-0001;0018-0001-0001;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0018-0001-0001-0002;0018-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0018-0001-0004;0018-0001;c;Podzadanie 18.1.4;Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów;;;0
0018-0001-0004-0001;0018-0001-0004;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0018-0001-0004-0002;0018-0001-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0018-0001-0006;0018-0001;c;Podzadanie 18.1.6;Wypłata odszkodowań i zadośćuczynień orzekanych przez sądy;;;0
0018-0001-0006-0001;0018-0001-0006;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0018-0002;0018;b;Zadanie 18.2;Sprawowanie wymiaru sprawiedliwości przez sądownictwo administracyjne;;;0
0018-0002-0001;0018-0002;c;Podzadanie 18.2.1;Działalność orzecznicza;;;0
0018-0002-0001-0001;0018-0002-0001;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0002-0002;0018-0002;c;Podzadanie 18.2.2;Nadzór administracyjny nad działalnością sądów;;;0
0018-0002-0002-0001;0018-0002-0002;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0002-0003;0018-0002;c;Podzadanie 18.2.3;Działania na rzecz podnoszenia jakości orzecznictwa;;;0
0018-0002-0003-0001;0018-0002-0003;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0002-0004;0018-0002;c;Podzadanie 18.2.4;Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów;;;0
0018-0002-0004-0001;0018-0002-0004;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0003;0018;b;Zadanie 18.3;Sprawowanie wymiaru sprawiedliwości przez Sąd Najwyższy oraz działalność KRS;;;0
0018-0003-0001;0018-0003;c;Podzadanie 18.3.1;Działalność orzecznicza Sądu Najwyższego;;;0
0018-0003-0001-0001;0018-0003-0001;d;Dysponent;Sąd Najwyższy;04;;0
0018-0003-0002;0018-0003;c;Podzadanie 18.3.2;Strzeżenie niezależności sądów i niezawisłości sędziów;;;0
0018-0003-0002-0001;0018-0003-0002;d;Dysponent;Krajowa Rada Sądownictwa;52;;0
0018-0003-0004;0018-0003;c;Podzadanie 18.3.4;Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów;;;0
0018-0003-0004-0001;0018-0003-0004;d;Dysponent;Sąd Najwyższy;04;;0
0018-0004;0018;b;Zadanie 18.4;Wykonywanie kary pozbawienia wolności i tymczasowego aresztowania;;;16598
0018-0004-0001;0018-0004;c;Podzadanie 18.4.1;Wykonywanie obowiązków statutowych jednostek organizacyjnych Służby Więziennej;;;16598
0018-0004-0001-0001;0018-0004-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;16598
0018-0004-0002;0018-0004;c;Podzadanie 18.4.2;Realizacja programu pozyskania 17 tys. miejsc w jednostkach organizacyjnych więziennictwa;;;0
0018-0004-0002-0001;0018-0004-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0004-0003;0018-0004;c;Podzadanie 18.4.3;System Dozoru Elektronicznego;;;0
0018-0004-0003-0001;0018-0004-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0004-0004;0018-0004;c;Podzadanie 18.4.4;Resocjalizacja osób pozbawionych wolności poprzez pracę;;;0
0018-0004-0004-0001;0018-0004-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0004-0005;0018-0004;c;Podzadanie 18.4.5;Udzielanie pomocy osobom pozbawionym wolności, zwalnianym z zakładów karnych i aresztów śledczych, rodzinom tych osób, pokrzywdzonym przestępstwem i ich rodzinom;;;0
0018-0004-0005-0001;0018-0004-0005;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0005;0018;b;Zadanie 18.5;Przeciwdziałanie demoralizacji i przestępczości wśród nieletnich i stworzenie warunków do powrotu nieletnich do normalnego życia;;;4882
0018-0005-0001;0018-0005;c;Podzadanie 18.5.1;Działalność zakładów poprawczych i schronisk dla nieletnich;;;4882
0018-0005-0001-0001;0018-0005-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;4882
0018-0005-0002;0018-0005;c;Podzadanie 18.5.2;Nadzór nad procesem resocjalizacji nieletnich;;;0
0018-0005-0002-0001;0018-0005-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0006;0018;b;Zadanie 18.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;14247
0018-0006-0001;0018-0006;c;Podzadanie 18.6.1;Utrzymanie systemów informatycznych;;;14247
0018-0006-0001-0001;0018-0006-0001;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0006-0001-0002;0018-0006-0001;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0018-0006-0001-0003;0018-0006-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;14247
0018-0006-0002;0018-0006;c;Podzadanie 18.6.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0018-0006-0002-0001;0018-0006-0002;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0018-0006-0002-0002;0018-0006-0002;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0018-0006-0002-0003;0018-0006-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0019;;a;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;;;7719549
0019-0001;0019;b;Zadanie 19.1;Wspieranie transportu drogowego;;;6602
0019-0001-0001;0019-0001;c;Podzadanie 19.1.1;Budowa i przebudowa sieci dróg krajowych;;;0
0019-0001-0001-0001;0019-0001-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0001-0001-0002;0019-0001-0001;d;Dysponent;Wojewodowie;85;;0
0019-0001-0002;0019-0001;c;Podzadanie 19.1.2;Utrzymanie i zarządzanie siecią dróg krajowych;;;0
0019-0001-0002-0001;0019-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0001-0003;0019-0001;c;Podzadanie 19.1.3;Zapewnienie bezpieczeństwa użytkownikom sieci drogowej;;;6602
0019-0001-0003-0001;0019-0001-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;6602
0019-0001-0003-0002;0019-0001-0003;d;Dysponent;Wojewodowie;85;;0
0019-0001-0004;0019-0001;c;Podzadanie 19.1.4;Kształtowanie warunków dla rozwoju transportu drogowego;;;0
0019-0001-0004-0001;0019-0001-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0001-0004-0002;0019-0001-0004;d;Dysponent;Wojewodowie;85;;0
0019-0001-0005;0019-0001;c;Podzadanie 19.1.5;Program wieloletni ``Narodowy program przebudowy dróg lokalnych 2008-2011``;;;0
0019-0001-0005-0001;0019-0001-0005;d;Dysponent;Wojewodowie;85;;0
0019-0002;0019;b;Zadanie 19.2;Wspieranie transportu kolejowego;;;2738828
0019-0002-0001;0019-0002;c;Podzadanie 19.2.1;Budowa, rozbudowa i modernizacja infrastruktury kolejowej;;;2629395
0019-0002-0001-0001;0019-0002-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;2629395
0019-0002-0001-0002;0019-0002-0001;d;Dysponent;Wojewodowie;85;;0
0019-0002-0002;0019-0002;c;Podzadanie 19.2.2;Utrzymanie powszechnie dostępnej infrastruktury kolejowej;;;0
0019-0002-0002-0001;0019-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0002-0003;0019-0002;c;Podzadanie 19.2.3;Finansowania usług publicznych w pasażerskim transporcie kolejowym;;;0
0019-0002-0003-0001;0019-0002-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0002-0004;0019-0002;c;Podzadanie 19.2.4;Zakup i modernizacja taboru kolejowego;;;109433
0019-0002-0004-0001;0019-0002-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;109433
0019-0002-0005;0019-0002;c;Podzadanie 19.2.5;Kształtowanie warunków dla rozwoju transportu kolejowego;;;0
0019-0002-0005-0001;0019-0002-0005;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0002-0005-0002;0019-0002-0005;d;Dysponent;Urząd Transportu Kolejowego;71;;0
0019-0003;0019;b;Zadanie 19.3;Wspieranie transportu morskiego i żeglugi śródlądowej;;;163199
0019-0003-0001;0019-0003;c;Podzadanie 19.3.1;Bezpieczeństwo żeglugi morskiej, ochrona brzegów i środowiska morskiego;;;95802
0019-0003-0001-0001;0019-0003-0001;d;Dysponent;Ministerstwo Infrastruktury;21;;95802
0019-0003-0002;0019-0003;c;Podzadanie 19.3.2;Wspieranie infrastruktury morskiej i żeglugi śródlądowej;;;67397
0019-0003-0002-0001;0019-0003-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;67397
0019-0003-0002-0002;0019-0003-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0019-0003-0002-0003;0019-0003-0002;d;Dysponent;Wojewodowie;85;;0
0019-0003-0003;0019-0003;c;Podzadanie 19.3.3;Ratowanie życia ludzkiego oraz zwalczanie zagrożeń na morzu;;;0
0019-0003-0003-0001;0019-0003-0003;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0019-0003-0004;0019-0003;c;Podzadanie 19.3.4;Administracja morska i żeglugi śródlądowej;;;0
0019-0003-0004-0001;0019-0003-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0019-0003-0004-0002;0019-0003-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0003-0005;0019-0003;c;Podzadanie 19.3.5;Kształtowanie warunków dla rozwoju transportu morskiego i żeglugi śródlądowej;;;0
0019-0003-0005-0001;0019-0003-0005;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0019-0003-0005-0002;0019-0003-0005;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0004;0019;b;Zadanie 19.4;Wspieranie transportu lotniczego i infrastruktury lotniczej;;;462742
0019-0004-0001;0019-0004;c;Podzadanie 19.4.1;Wspieranie infrastruktury lotniskowej i nawigacyjnej;;;462742
0019-0004-0001-0001;0019-0004-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;462742
0019-0004-0001-0002;0019-0004-0001;d;Dysponent;Wojewodowie;85;;0
0019-0004-0002;0019-0004;c;Podzadanie 19.4.2;Regulowanie i nadzorowanie systemu lotnictwa cywilnego w Polsce;;;0
0019-0004-0002-0001;0019-0004-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0004-0003;0019-0004;c;Podzadanie 19.4.3;Kształtowanie warunków dla rozwoju transportu lotniczego;;;0
0019-0004-0003-0001;0019-0004-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0005;0019;b;Zadanie 19.5;Wspieranie zrównoważonego rozwoju transportu;;;4348178
0019-0005-0001;0019-0005;c;Podzadanie 19.5.1;Wspieranie infrastruktury portowej;;;394181
0019-0005-0001-0001;0019-0005-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;394181
0019-0005-0002;0019-0005;c;Podzadanie 19.5.2;Wspieranie transportu intermodalnego;;;158159
0019-0005-0002-0001;0019-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;158159
0019-0005-0002-0002;0019-0005-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0019-0005-0003;0019-0005;c;Podzadanie 19.5.3;Wspieranie rozwoju transportu miejskiego;;;3795838
0019-0005-0003-0001;0019-0005-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;3795838
0019-0005-0004;0019-0005;c;Podzadanie 19.5.4;Zapewnienie właściwych standardów bezpieczeństwa dla urządzeń technicznych w zakresie transportu drogowego, kolejowego, lotniczego oraz wodnego;;;0
0019-0005-0004-0001;0019-0005-0004;d;Dysponent;Urząd Transportu Kolejowego;71;;0
0019-0006;0019;b;Zadanie 19.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0019-0006-0001;0019-0006;c;Podzadanie 19.6.1;Utrzymanie systemów informatycznych;;;0
