ID;Rodzic;Poziom;Typ;Nazwa;Środki europejskie
0025-0006-0006-0004;0025-0006-0006;d;Podzadanie 21.7.4;Wspieranie realizacji WPR Unii Europejskiej;4429194
0025-0006-0006-0004-0001;0025-0006-0006-0004;e;Część 32;ROLNICTWO;0
0025-0006-0006-0004-0002;0025-0006-0006-0004;e;Część 33;ROZWÓJ WSI;4429194
0025-0006-0006-0005;0025-0006-0006;d;Podzadanie 21.7.5;Program Rozwoju Obszarów Wiejskich 2007-2013;4622224
0025-0006-0006-0005-0001;0025-0006-0006-0005;e;Część 33;ROZWÓJ WSI;4622224
0025-0006-0006-0006;0025-0006-0006;d;Podzadanie 21.7.6;Zbieranie i wykorzystywanie danych rachunkowych z gospodarstw rolnych na potrzeby FADN (Farm Accountancy Data Network);0
0025-0006-0006-0006-0001;0025-0006-0006-0006;e;Część 32;ROLNICTWO;0
0025-0007;0025;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0025-0007-0001;0025-0007;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0025-0007-0001-0002;0025-0007-0001;d;Część 32;ROLNICTWO;0
0025-0007-0001-0003;0025-0007-0001;d;Część 33;ROZWÓJ WSI;0
0025-0007-0001-0004;0025-0007-0001;d;Część 35;RYNKI ROLNE;0
0025-0007-0001-0005;0025-0007-0001;d;Część 62;RYBOŁÓWSTWO;0
0025-0007-0002;0025-0007;c;Zadanie 22.2;Obsługa administracyjna;0
0025-0007-0002-0006;0025-0007-0002;d;Część 32;ROLNICTWO;0
0025-0007-0002-0007;0025-0007-0002;d;Część 33;ROZWÓJ WSI;0
0025-0007-0002-0008;0025-0007-0002;d;Część 35;RYNKI ROLNE;0
0025-0007-0002-0009;0025-0007-0002;d;Część 62;RYBOŁÓWSTWO;0
0025-0007-0003;0025-0007;c;Zadanie 22.3;Obsługa techniczna;0
0025-0007-0003-0010;0025-0007-0003;d;Część 32;ROLNICTWO;0
0025-0007-0003-0011;0025-0007-0003;d;Część 33;ROZWÓJ WSI;0
0025-0007-0003-0012;0025-0007-0003;d;Część 35;RYNKI ROLNE;0
0025-0007-0003-0013;0025-0007-0003;d;Część 62;RYBOŁÓWSTWO;0
0026;;a;Dysponent;Ministerstwo Rozwoju Regionalnego;12364377
0026-0001;0026;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;5992
0026-0001-0001;0026-0001;c;Zadanie 3.1;Edukacja i wychowanie;5992
0026-0001-0001-0001;0026-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;5992
0026-0001-0001-0001-0001;0026-0001-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;5992
0026-0002;0026;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;84456
0026-0002-0001;0026-0002;c;Zadanie 6.4;Wsparcie i promocja turystyki;84456
0026-0002-0001-0001;0026-0002-0001;d;Podzadanie 6.4.2;Wsparcie produktów turystycznych;84456
0026-0002-0001-0001-0001;0026-0002-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;84456
0026-0003;0026;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0026-0003-0001;0026-0003;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0026-0003-0001-0001;0026-0003-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0026-0003-0001-0001-0001;0026-0003-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0004;0026;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;4288
0026-0004-0001;0026-0004;c;Zadanie 13.6;Przeciwdziałanie dyskryminacji;4288
0026-0004-0001-0001;0026-0004-0001;d;Podzadanie 13.6.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;4288
0026-0004-0001-0001-0001;0026-0004-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;4288
0026-0005;0026;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0026-0005-0001;0026-0005;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0026-0005-0001-0001;0026-0005-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0026-0005-0001-0001-0001;0026-0005-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0006;0026;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;3969
0026-0006-0001;0026-0006;c;Zadanie 16.1;Obsługa administracyjna obywatela;3969
0026-0006-0001-0001;0026-0006-0001;d;Podzadanie 16.1.2;Wydawanie dokumentów paszportowych;3969
0026-0006-0001-0001-0001;0026-0006-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;3969
0026-0007;0026;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;12265672
0026-0007-0001;0026-0007;c;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;12195575
0026-0007-0001-0001;0026-0007-0001;d;Podzadanie 17.1.1;Wsparcie regionów w zakresie wzrostu poziomu zatrudnienia i spójności gospodarczej;2778091
0026-0007-0001-0001-0001;0026-0007-0001-0001;e;Część 34;ROZWÓJ REGIONALNY;2778091
0026-0007-0001-0002;0026-0007-0001;d;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;8642890
0026-0007-0001-0002-0001;0026-0007-0001-0002;e;Część 34;ROZWÓJ REGIONALNY;8642890
0026-0007-0001-0003;0026-0007-0001;d;Podzadanie 17.1.3;Wsparcie województw Polski Wschodniej;774594
0026-0007-0001-0003-0001;0026-0007-0001-0003;e;Część 34;ROZWÓJ REGIONALNY;774594
0026-0007-0002;0026-0007;c;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;0
0026-0007-0002-0001;0026-0007-0002;d;Podzadanie 17.2.1;Certyfikacja wydatków w ramach programów NPR;0
0026-0007-0002-0001-0001;0026-0007-0002-0001;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003;0026-0007;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;0
0026-0007-0003-0001;0026-0007-0003;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;0
0026-0007-0003-0001-0001;0026-0007-0003-0001;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0002;0026-0007-0003;d;Podzadanie 17.3.2;Zarządzanie realizacją PO Innowacyjna Gospodarka;0
0026-0007-0003-0002-0001;0026-0007-0003-0002;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0003;0026-0007-0003;d;Podzadanie 17.3.3;Zarządzanie realizacją PO Infrastruktura i Środowisko;0
0026-0007-0003-0003-0001;0026-0007-0003-0003;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0004;0026-0007-0003;d;Podzadanie 17.3.4;Zarządzanie realizacją PO Kapitał Ludzki;0
0026-0007-0003-0004-0001;0026-0007-0003-0004;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0005;0026-0007-0003;d;Podzadanie 17.3.5;Zarządzanie realizacją PO Rozwój Polski Wschodniej;0
0026-0007-0003-0005-0001;0026-0007-0003-0005;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0006;0026-0007-0003;d;Podzadanie 17.3.6;Zarządzanie realizacją PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;0
0026-0007-0003-0006-0001;0026-0007-0003-0006;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0007;0026-0007-0003;d;Podzadanie 17.3.8;Realizacja PO Pomoc Techniczna służąca wdrażaniu programów NSRO 2007-2013;0
0026-0007-0003-0007-0001;0026-0007-0003-0007;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0008;0026-0007-0003;d;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;0
0026-0007-0003-0008-0001;0026-0007-0003-0008;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0003-0009;0026-0007-0003;d;Podzadanie 17.3.11;Wdrażanie PO Kapitał Ludzki;0
0026-0007-0003-0009-0001;0026-0007-0003-0009;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0004;0026-0007;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;70097
0026-0007-0004-0001;0026-0007-0004;d;Podzadanie 17.4.1;Zarządzanie realizacją zadań w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;0
0026-0007-0004-0001-0001;0026-0007-0004-0001;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0004-0002;0026-0007-0004;d;Podzadanie 17.4.2;Zarządzanie realizacją zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);0
0026-0007-0004-0002-0001;0026-0007-0004-0002;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0004-0003;0026-0007-0004;d;Podzadanie 17.4.3;Wdrażanie projektów w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;0
0026-0007-0004-0003-0001;0026-0007-0004-0003;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0007-0004-0004;0026-0007-0004;d;Podzadanie 17.4.4;Wdrażanie Funduszu Stypendialnego i Szkoleniowego w ramach Mechanizmów Finansowych;4760
0026-0007-0004-0004-0001;0026-0007-0004-0004;e;Część 34;ROZWÓJ REGIONALNY;4760
0026-0007-0004-0005;0026-0007-0004;d;Podzadanie 17.4.5;Wdrażanie projektów w ramach SPPW;65337
0026-0007-0004-0005-0001;0026-0007-0004-0005;e;Część 34;ROZWÓJ REGIONALNY;65337
0026-0007-0004-0006;0026-0007-0004;d;Podzadanie 17.4.6;Wsparcie organizacji pozarządowych w ramach Mechanizów Finansowych oraz SPPW;0
0026-0007-0004-0006-0001;0026-0007-0004-0006;e;Część 34;ROZWÓJ REGIONALNY;0
0026-0008;0026;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0026-0008-0001;0026-0008;c;Zadanie 22.2;Obsługa administracyjna;0
0026-0008-0001-0002;0026-0008-0001;d;Część 34;ROZWÓJ REGIONALNY;0
0026-0008-0002;0026-0008;c;Zadanie 22.3;Obsługa techniczna;0
0026-0008-0002-0003;0026-0008-0002;d;Część 34;ROZWÓJ REGIONALNY;0
0027;;a;Dysponent;Ministerstwo Skarbu Państwa;0
0027-0001;0027;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;0
0027-0001-0001;0027-0001;c;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;0
0027-0001-0001-0001;0027-0001-0001;d;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);0
0027-0001-0001-0001-0001;0027-0001-0001-0001;e;Część 36;SKARB PAŃSTWA;0
0027-0001-0001-0002;0027-0001-0001;d;Podzadanie 5.1.2;Nadzór właścicielski;0
0027-0001-0001-0002-0001;0027-0001-0001-0002;e;Część 36;SKARB PAŃSTWA;0
0027-0001-0001-0003;0027-0001-0001;d;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;0
0027-0001-0001-0003-0001;0027-0001-0001-0003;e;Część 36;SKARB PAŃSTWA;0
0027-0001-0001-0004;0027-0001-0001;d;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;0
0027-0001-0001-0004-0001;0027-0001-0001-0004;e;Część 36;SKARB PAŃSTWA;0
0027-0001-0002;0027-0001;c;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);0
0027-0001-0002-0001;0027-0001-0002;d;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;0
0027-0001-0002-0001-0001;0027-0001-0002-0001;e;Część 36;SKARB PAŃSTWA;0
0027-0002;0027;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0027-0002-0001;0027-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0027-0002-0001-0001;0027-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0027-0002-0001-0001-0001;0027-0002-0001-0001;e;Część 36;SKARB PAŃSTWA;0
0027-0003;0027;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0027-0003-0001;0027-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0027-0003-0001-0002;0027-0003-0001;d;Część 36;SKARB PAŃSTWA;0
0027-0003-0002;0027-0003;c;Zadanie 22.2;Obsługa administracyjna;0
0027-0003-0002-0003;0027-0003-0002;d;Część 36;SKARB PAŃSTWA;0
0027-0003-0003;0027-0003;c;Zadanie 22.3;Obsługa techniczna;0
0027-0003-0003-0004;0027-0003-0003;d;Część 36;SKARB PAŃSTWA;0
0028;;a;Dysponent;Ministerstwo Sportu i Turystyki;0
0028-0001;0028;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;0
0028-0001-0001;0028-0001;c;Zadanie 6.4;Wsparcie i promocja turystyki;0
0028-0001-0001-0001;0028-0001-0001;d;Podzadanie 6.4.1;Kreowanie polityki w obszarze turystyki;0
0028-0001-0001-0001-0001;0028-0001-0001-0001;e;Część 40;TURYSTYKA;0
0028-0001-0001-0002;0028-0001-0001;d;Podzadanie 6.4.2;Wsparcie produktów turystycznych;0
0028-0001-0001-0002-0001;0028-0001-0001-0002;e;Część 40;TURYSTYKA;0
0028-0001-0001-0003;0028-0001-0001;d;Podzadanie 6.4.3;Przygotowanie wykwalifikowanych kadr dla turystyki;0
0028-0001-0001-0003-0001;0028-0001-0001-0003;e;Część 40;TURYSTYKA;0
0028-0001-0001-0004;0028-0001-0001;d;Podzadanie 6.4.4;Tworzenie i wspieranie systemu marketingu w turystyce;0
0028-0001-0001-0004-0001;0028-0001-0001-0004;e;Część 40;TURYSTYKA;0
0028-0001-0002;0028-0001;c;Zadanie 6.10;Statystyka publiczna;0
0028-0001-0002-0001;0028-0001-0002;d;Podzadanie 6.10.1;Organizowanie i prowadzenie badań statystycznych;0
0028-0001-0002-0001-0001;0028-0001-0002-0001;e;Część 40;TURYSTYKA;0
0028-0002;0028;b;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;0
0028-0002-0001;0028-0002;c;Zadanie 8.1;Popularyzacja i wspieranie rozwoju sportu dla wszystkich;0
0028-0002-0001-0001;0028-0002-0001;d;Podzadanie 8.1.1;Upowszechnianie aktywności fizycznej dzieci i młodzieży;0
0028-0002-0001-0001-0001;0028-0002-0001-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0001-0002;0028-0002-0001;d;Podzadanie 8.1.2;Upowszechnianie aktywności fizycznej różnych grup społecznych;0
0028-0002-0001-0002-0001;0028-0002-0001-0002;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0002;0028-0002;c;Zadanie 8.2;Wspieranie sportu kwalifikowanego;0
0028-0002-0002-0001;0028-0002-0002;d;Podzadanie 8.2.1;Wspieranie działań związków sportowych;0
0028-0002-0002-0001-0001;0028-0002-0002-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0002-0002;0028-0002-0002;d;Podzadanie 8.2.2;Wspieranie sportu młodzieżowego;0
0028-0002-0002-0002-0001;0028-0002-0002-0002;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0003;0028-0002;c;Zadanie 8.3;Wspieranie infrastruktury sportowej;0
0028-0002-0003-0001;0028-0002-0003;d;Podzadanie 8.3.1;Infrastruktura w sporcie powszechnym;0
0028-0002-0003-0001-0001;0028-0002-0003-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0003-0002;0028-0002-0003;d;Podzadanie 8.3.2;Infrastruktura w sporcie kwalifikowanym;0
0028-0002-0003-0002-0001;0028-0002-0003-0002;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0003-0003;0028-0002-0003;d;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;0
0028-0002-0003-0003-0001;0028-0002-0003-0003;e;Część 25;KULTURA FIZYCZNA;0
0028-0002-0004;0028-0002;c;Zadanie 8.4;Współorganizacja Mistrzostw Europy;0
0028-0002-0004-0001;0028-0002-0004;d;Podzadanie 8.4.1;Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``;0
0028-0002-0004-0001-0001;0028-0002-0004-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0003;0028;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0028-0003-0001;0028-0003;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0028-0003-0001-0001;0028-0003-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0028-0003-0001-0001-0001;0028-0003-0001-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0003-0001-0001-0002;0028-0003-0001-0001;e;Część 40;TURYSTYKA;0
0028-0004;0028;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0028-0004-0001;0028-0004;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0028-0004-0001-0001;0028-0004-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0028-0004-0001-0001-0001;0028-0004-0001-0001;e;Część 25;KULTURA FIZYCZNA;0
0028-0004-0001-0001-0002;0028-0004-0001-0001;e;Część 40;TURYSTYKA;0
0028-0005;0028;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0028-0005-0001;0028-0005;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0028-0005-0001-0003;0028-0005-0001;d;Część 25;KULTURA FIZYCZNA;0
0028-0005-0001-0004;0028-0005-0001;d;Część 40;TURYSTYKA;0
0028-0005-0002;0028-0005;c;Zadanie 22.2;Obsługa administracyjna;0
0028-0005-0002-0005;0028-0005-0002;d;Część 25;KULTURA FIZYCZNA;0
0028-0005-0002-0006;0028-0005-0002;d;Część 40;TURYSTYKA;0
0028-0005-0003;0028-0005;c;Zadanie 22.3;Obsługa techniczna;0
0028-0005-0003-0007;0028-0005-0003;d;Część 25;KULTURA FIZYCZNA;0
0028-0005-0003-0008;0028-0005-0003;d;Część 40;TURYSTYKA;0
0029;;a;Dysponent;Ministerstwo Sprawiedliwości;66911
0029-0001;0029;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;0
0029-0001-0001;0029-0001;c;Zadanie 3.1;Edukacja i wychowanie;0
0029-0001-0001-0001;0029-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;0
0029-0001-0001-0001-0001;0029-0001-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0002;0029;b;FUNKCJA 10;NAUKA POLSKA;0
0029-0002-0001;0029-0002;c;Zadanie 10.1;Prowadzenie badań naukowych;0
0029-0002-0001-0001;0029-0002-0001;d;Podzadanie 10.1.1;Wspieranie badań naukowych;0
0029-0002-0001-0001-0001;0029-0002-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0003;0029;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0029-0003-0001;0029-0003;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0029-0003-0001-0001;0029-0003-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0029-0003-0001-0001-0001;0029-0003-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0004;0029;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;0
0029-0004-0001;0029-0004;c;Zadanie 13.3;Ubezpieczenia społeczne;0
0029-0004-0001-0001;0029-0004-0001;d;Podzadanie 13.3.3;Świadczenia społeczne żołnierzy i funkcjonariuszy;0
0029-0004-0001-0001-0001;0029-0004-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0004-0001-0002;0029-0004-0001;d;Podzadanie 13.3.4;Prewencja i rehabilitacja;0
0029-0004-0001-0002-0001;0029-0004-0001-0002;e;Część 15;SĄDY POWSZECHNE;0
0029-0004-0001-0002-0002;0029-0004-0001-0002;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0005;0029;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0029-0005-0001;0029-0005;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0029-0005-0001-0001;0029-0005-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0029-0005-0001-0001-0001;0029-0005-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0006;0029;b;FUNKCJA 18;SPRAWIEDLIWOŚĆ;18724
0029-0006-0001;0029-0006;c;Zadanie 18.1;Sprawowanie wymiaru sprawiedliwości przez sądy powszechne i wojskowe;0
0029-0006-0001-0001;0029-0006-0001;d;Podzadanie 18.1.1;Działalność orzecznicza;0
0029-0006-0001-0001-0001;0029-0006-0001-0001;e;Część 15;SĄDY POWSZECHNE;0
0029-0006-0001-0002;0029-0006-0001;d;Podzadanie 18.1.2;Działalność pozaorzecznicza;0
0029-0006-0001-0002-0001;0029-0006-0001-0002;e;Część 15;SĄDY POWSZECHNE;0
0029-0006-0001-0003;0029-0006-0001;d;Podzadanie 18.1.3;Wypłata odszkodowań i zadośćuczynień orzekanych przez sądy;0
0029-0006-0001-0003-0001;0029-0006-0001-0003;e;Część 15;SĄDY POWSZECHNE;0
0029-0006-0002;0029-0006;c;Zadanie 18.4;Wykonywanie kary pozbawienia wolności i tymczasowego aresztowania;15948
0029-0006-0002-0001;0029-0006-0002;d;Podzadanie 18.4.1;Wykonywanie obowiązków statutowych jednostek organizacyjnych Służby Więziennej;15948
0029-0006-0002-0001-0001;0029-0006-0002-0001;e;Część 37;SPRAWIEDLIWOŚĆ;15948
0029-0006-0002-0002;0029-0006-0002;d;Podzadanie 18.4.2;Realizacja programu pozyskania 17 tys. miejsc w jednostkach organizacyjnych więziennictwa;0
0029-0006-0002-0002-0001;0029-0006-0002-0002;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0006-0002-0003;0029-0006-0002;d;Podzadanie 18.4.3;System Dozoru Elektronicznego;0
0029-0006-0002-0003-0001;0029-0006-0002-0003;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0006-0002-0004;0029-0006-0002;d;Podzadanie 18.4.4;Resocjalizacja osób pozbawionych wolności poprzez pracę;0
0029-0006-0002-0004-0001;0029-0006-0002-0004;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0006-0003;0029-0006;c;Zadanie 18.5;Przeciwdziałanie demoralizacji i przestępczości wśród nieletnich i stworzenie warunków do powrotu nieletnich do normalnego życia;2776
0029-0006-0003-0001;0029-0006-0003;d;Podzadanie 18.5.1;Działalność zakładów poprawczych i schronisk dla nieletnich;2776
0029-0006-0003-0001-0001;0029-0006-0003-0001;e;Część 37;SPRAWIEDLIWOŚĆ;2776
0029-0007;0029;b;FUNKCJA 20;ZDROWIE;0
0029-0007-0001;0029-0007;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;0
0029-0007-0001-0001;0029-0007-0001;d;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;0
0029-0007-0001-0001-0001;0029-0007-0001-0001;e;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0008;0029;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;48187
0029-0008-0001;0029-0008;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;48187
0029-0008-0001-0002;0029-0008-0001;d;Część 37;SPRAWIEDLIWOŚĆ;48187
0029-0008-0002;0029-0008;c;Zadanie 22.2;Obsługa administracyjna;0
0029-0008-0002-0003;0029-0008-0002;d;Część 37;SPRAWIEDLIWOŚĆ;0
0029-0008-0003;0029-0008;c;Zadanie 22.3;Obsługa techniczna;0
0029-0008-0003-0004;0029-0008-0003;d;Część 37;SPRAWIEDLIWOŚĆ;0
0030;;a;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;1336704
0030-0001;0030;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;194
0030-0001-0001;0030-0001;c;Zadanie 1.10;Ocena gospodarki finansowej jednostek samorządu terytorialnego z punktu widzenia kryteriów ustawowych;194
0030-0001-0001-0001;0030-0001-0001;d;Podzadanie 1.10.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;89
0030-0001-0001-0001-0001;0030-0001-0001-0001;e;Część 80;REGIONALNE IZBY OBRACHUNKOWE;89
0030-0001-0001-0002;0030-0001-0001;d;Podzadanie 1.10.2;Sprawowanie nadzoru nad jednostkami samorządu terytorialnego oraz działalność opiniodawcza;105
0030-0001-0001-0002-0001;0030-0001-0001-0002;e;Część 80;REGIONALNE IZBY OBRACHUNKOWE;105
0030-0002;0030;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;37010
0030-0002-0001;0030-0002;c;Zadanie 2.1;Ochrona obywateli i utrzymanie porządku publicznego;22468
0030-0002-0001-0001;0030-0002-0001;d;Podzadanie 2.1.1;Zapewnienie bezpieczeństwa wewnętrznego państwa;57
0030-0002-0001-0001-0001;0030-0002-0001-0001;e;Część 42;SPRAWY WEWNĘTRZNE;57
0030-0002-0001-0002;0030-0002-0001;d;Podzadanie 2.1.2;Zapewnienie bezpieczeństwa najważniejszym osobom, obiektom i urządzeniom w państwie;0
