ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0023-0014-0002;0023-0014;c;Zadanie 22.2;Obsługa administracyjna;36073
0023-0014-0002-0003;0023-0014-0002;d;Część 29;OBRONA NARODOWA;36073
0023-0014-0003;0023-0014;c;Zadanie 22.3;Obsługa techniczna;20700
0023-0014-0003-0004;0023-0014-0003;d;Część 29;OBRONA NARODOWA;20700
0024;;a;Dysponent;Ministerstwo Pracy i Polityki Społecznej;1176273
0024-0001;0024;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;125810
0024-0001-0001;0024-0001;c;Zadanie 3.1;Edukacja i wychowanie;125810
0024-0001-0001-0001;0024-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;88067
0024-0001-0001-0001-0001;0024-0001-0001-0001;e;Część 31;PRACA;88067
0024-0001-0001-0002;0024-0001-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;37743
0024-0001-0001-0002-0001;0024-0001-0001-0002;e;Część 31;PRACA;37743
0024-0002;0024;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;45171
0024-0002-0001;0024-0002;c;Zadanie 13.1;Pomoc i integracja społeczna;16781
0024-0002-0001-0001;0024-0002-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;13094
0024-0002-0001-0001-0001;0024-0002-0001-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;13094
0024-0002-0001-0002;0024-0002-0001;d;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;1380
0024-0002-0001-0002-0001;0024-0002-0001-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1380
0024-0002-0001-0003;0024-0002-0001;d;Podzadanie 13.1.3;Zapewnienie jakości kształcenia i doskonalenia zawodowego służb społecznych;717
0024-0002-0001-0003-0001;0024-0002-0001-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;717
0024-0002-0001-0004;0024-0002-0001;d;Podzadanie 13.1.4;Działalność badawcza, doradcza i informacyjna;1590
0024-0002-0001-0004-0001;0024-0002-0001-0004;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1590
0024-0002-0002;0024-0002;c;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;1703
0024-0002-0002-0001;0024-0002-0002;d;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;1390
0024-0002-0002-0001-0001;0024-0002-0002-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1390
0024-0002-0002-0002;0024-0002-0002;d;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;313
0024-0002-0002-0002-0001;0024-0002-0002-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;313
0024-0002-0003;0024-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;3562
0024-0002-0003-0001;0024-0002-0003;d;Podzadanie 13.3.2;Nadzór nad zgodnością działań Zakładu Ubezpieczeń Społecznych z obowiązującymi przepisami prawa;969
0024-0002-0003-0001-0001;0024-0002-0003-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;969
0024-0002-0003-0002;0024-0002-0003;d;Podzadanie 13.3.8;Kształtowanie systemu repartycyjnego;1046
0024-0002-0003-0002-0001;0024-0002-0003-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1046
0024-0002-0003-0003;0024-0002-0003;d;Podzadanie 13.3.13;Wspieranie działań Otwartych Funduszy Emerytalnych;225
0024-0002-0003-0003-0001;0024-0002-0003-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;225
0024-0002-0003-0004;0024-0002-0003;d;Podzadanie 13.3.14;Wspieranie Pracowniczych Programów Emerytalnych i Indywidualnych Kont Emerytalnych;150
0024-0002-0003-0004-0001;0024-0002-0003-0004;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;150
0024-0002-0003-0005;0024-0002-0003;d;Podzadanie 13.3.15;Koordynacja systemów zabezpieczenia społecznego;1172
0024-0002-0003-0005-0001;0024-0002-0003-0005;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1172
0024-0002-0004;0024-0002;c;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;150
0024-0002-0004-0001;0024-0002-0004;d;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;150
0024-0002-0004-0001-0001;0024-0002-0004-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;150
0024-0002-0004-0001-0002;0024-0002-0004-0001;e;Część 63;RODZINA;0
0024-0002-0005;0024-0002;c;Zadanie 13.5;Wspieranie rodziny;9773
0024-0002-0005-0001;0024-0002-0005;d;Podzadanie 13.5.1;Świadczenia rodzinne;379
0024-0002-0005-0001-0001;0024-0002-0005-0001;e;Część 63;RODZINA;379
0024-0002-0005-0002;0024-0002-0005;d;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;229
0024-0002-0005-0002-0001;0024-0002-0005-0002;e;Część 63;RODZINA;229
0024-0002-0005-0003;0024-0002-0005;d;Podzadanie 13.5.3;Żłobki i inne formy opieki nad dzieckiem w wieku do 3 lat;231
0024-0002-0005-0003-0001;0024-0002-0005-0003;e;Część 63;RODZINA;231
0024-0002-0005-0004;0024-0002-0005;d;Podzadanie 13.5.4;Profilaktyka na rzecz dziecka i rodziny;225
0024-0002-0005-0004-0001;0024-0002-0005-0004;e;Część 63;RODZINA;225
0024-0002-0005-0005;0024-0002-0005;d;Podzadanie 13.5.5;Piecza zastępcza nad dzieckiem;8559
0024-0002-0005-0005-0001;0024-0002-0005-0005;e;Część 63;RODZINA;8559
0024-0002-0005-0006;0024-0002-0005;d;Podzadanie 13.5.6;Adopcja dziecka;150
0024-0002-0005-0006-0001;0024-0002-0005-0006;e;Część 63;RODZINA;150
0024-0002-0006;0024-0002;c;Zadanie 13.6;Przeciwdziałanie dyskryminacji;850
0024-0002-0006-0001;0024-0002-0006;d;Podzadanie 13.6.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;850
0024-0002-0006-0001-0001;0024-0002-0006-0001;e;Część 63;RODZINA;850
0024-0002-0007;0024-0002;c;Zadanie 13.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;12352
0024-0002-0007-0001;0024-0002-0007;d;Podzadanie 13.7.1;Utrzymanie systemów informatycznych;12352
0024-0002-0007-0001-0001;0024-0002-0007-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;12352
0024-0003;0024;b;FUNKCJA 14;RYNEK PRACY;816949
0024-0003-0001;0024-0003;c;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;51425
0024-0003-0001-0001;0024-0003-0001;d;Podzadanie 14.1.1;Wspieranie programów aktywizacji;2395
0024-0003-0001-0001-0001;0024-0003-0001-0001;e;Część 31;PRACA;2395
0024-0003-0001-0002;0024-0003-0001;d;Podzadanie 14.1.2;Wspieranie i modernizacja urzędów pracy;3346
0024-0003-0001-0002-0001;0024-0003-0001-0002;e;Część 31;PRACA;3346
0024-0003-0001-0003;0024-0003-0001;d;Podzadanie 14.1.3;Wspieranie i modernizacja instytucji rynku pracy z wyłączeniem publicznych służb zatrudnienia;154
0024-0003-0001-0003-0001;0024-0003-0001-0003;e;Część 31;PRACA;154
0024-0003-0001-0004;0024-0003-0001;d;Podzadanie 14.1.4;Kształtowanie zasad zatrudniania cudzoziemców;999
0024-0003-0001-0004-0001;0024-0003-0001-0004;e;Część 31;PRACA;999
0024-0003-0001-0005;0024-0003-0001;d;Podzadanie 14.1.5;Zatrudnienie oraz przeciwdziałanie marginalizacji i wykluczeniu społecznemu młodzieży;44531
0024-0003-0001-0005-0001;0024-0003-0001-0005;e;Część 31;PRACA;44531
0024-0003-0002;0024-0003;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;23299
0024-0003-0002-0001;0024-0003-0002;d;Podzadanie 14.2.1;Elastyczność i bezpieczeństwo w zatrudnieniu;3388
0024-0003-0002-0001-0001;0024-0003-0002-0001;e;Część 31;PRACA;3388
0024-0003-0002-0002;0024-0003-0002;d;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;19911
0024-0003-0002-0002-0001;0024-0003-0002-0002;e;Część 31;PRACA;19911
0024-0003-0003;0024-0003;c;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;741151
0024-0003-0003-0001;0024-0003-0003;d;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;226
0024-0003-0003-0001-0001;0024-0003-0003-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;226
0024-0003-0003-0002;0024-0003-0003;d;Podzadanie 14.3.2;Wspomaganie aktywizacji zawodowej osób niepełnosprawnych;740925
0024-0003-0003-0002-0001;0024-0003-0003-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;740925
0024-0003-0004;0024-0003;c;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;1074
0024-0003-0004-0001;0024-0003-0004;d;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;1074
0024-0003-0004-0001-0001;0024-0003-0004-0001;e;Część 31;PRACA;1074
0024-0004;0024;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;2735
0024-0004-0001;0024-0004;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;2735
0024-0004-0001-0001;0024-0004-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;2735
0024-0004-0001-0001-0001;0024-0004-0001-0001;e;Część 31;PRACA;883
0024-0004-0001-0001-0002;0024-0004-0001-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1486
0024-0004-0001-0001-0003;0024-0004-0001-0001;e;Część 63;RODZINA;366
0024-0005;0024;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;12672
0024-0005-0001;0024-0005;c;Zadanie 16.8;Budowa społeczeństwa obywatelskiego;12672
0024-0005-0001-0001;0024-0005-0001;d;Podzadanie 16.8.1;Tworzenie warunków dla rozwoju podmiotów prowadzących działalność pożytku publicznego, współpracy tych podmiotów z organami administracji publicznej oraz dialogu obywatelskiego;1387
0024-0005-0001-0001-0001;0024-0005-0001-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1387
0024-0005-0001-0002;0024-0005-0001;d;Podzadanie 16.8.2;Wspieranie społeczeństwa obywatelskiego oraz instytucji gospodarki społecznej;690
0024-0005-0001-0002-0001;0024-0005-0001-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;690
0024-0005-0001-0003;0024-0005-0001;d;Podzadanie 16.8.3;Nadzór i kontrola nad organizacjami pożytku publicznego oraz fundacjami, dla których ministrem właściwym jest Minister Pracy i Polityki Społecznej;316
0024-0005-0001-0003-0001;0024-0005-0001-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;316
0024-0005-0001-0004;0024-0005-0001;d;Podzadanie 16.8.4;Analiza i promocja informacji w zakresie dialogu społecznego;3353
0024-0005-0001-0004-0001;0024-0005-0001-0004;e;Część 31;PRACA;3353
0024-0005-0001-0005;0024-0005-0001;d;Podzadanie 16.8.5;Koordynacja współpracy z partnerami społecznymi i wzmocnienie instytucji dialogu społecznego;6926
0024-0005-0001-0005-0001;0024-0005-0001-0005;e;Część 31;PRACA;6926
0024-0006;0024;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;112872
0024-0006-0001;0024-0006;c;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;661
0024-0006-0001-0001;0024-0006-0001;d;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;661
0024-0006-0001-0001-0001;0024-0006-0001-0001;e;Część 31;PRACA;661
0024-0006-0002;0024-0006;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;112211
0024-0006-0002-0001;0024-0006-0002;d;Podzadanie 17.3.4;Zarządzanie realizacją PO Kapitał Ludzki;62527
0024-0006-0002-0001-0001;0024-0006-0002-0001;e;Część 31;PRACA;62527
0024-0006-0002-0002;0024-0006-0002;d;Podzadanie 17.3.8;Realizacja PO Pomoc Techniczna służąca wdrażaniu programów NSRO 2007-2013;115
0024-0006-0002-0002-0001;0024-0006-0002-0002;e;Część 31;PRACA;115
0024-0006-0002-0003;0024-0006-0002;d;Podzadanie 17.3.11;Wdrażanie PO Kapitał Ludzki;49569
0024-0006-0002-0003-0001;0024-0006-0002-0003;e;Część 31;PRACA;49569
0024-0007;0024;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;60064
0024-0007-0001;0024-0007;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;23645
0024-0007-0001-0002;0024-0007-0001;d;Część 31;PRACA;14965
0024-0007-0001-0003;0024-0007-0001;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;7358
0024-0007-0001-0004;0024-0007-0001;d;Część 63;RODZINA;1322
0024-0007-0002;0024-0007;c;Zadanie 22.2;Obsługa administracyjna;14008
0024-0007-0002-0005;0024-0007-0002;d;Część 31;PRACA;8961
0024-0007-0002-0006;0024-0007-0002;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;4870
0024-0007-0002-0007;0024-0007-0002;d;Część 63;RODZINA;177
0024-0007-0003;0024-0007;c;Zadanie 22.3;Obsługa techniczna;22411
0024-0007-0003-0008;0024-0007-0003;d;Część 31;PRACA;15927
0024-0007-0003-0009;0024-0007-0003;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;5725
0024-0007-0003-0010;0024-0007-0003;d;Część 63;RODZINA;759
0025;;a;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;6606279
0025-0001;0025;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;161452
0025-0001-0001;0025-0001;c;Zadanie 3.1;Edukacja i wychowanie;161452
0025-0001-0001-0001;0025-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;159267
0025-0001-0001-0001-0001;0025-0001-0001-0001;e;Część 32;ROLNICTWO;159267
0025-0001-0001-0002;0025-0001-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;1565
0025-0001-0001-0002-0001;0025-0001-0001-0002;e;Część 32;ROLNICTWO;1551
0025-0001-0001-0002-0002;0025-0001-0001-0002;e;Część 33;ROZWÓJ WSI;14
0025-0001-0001-0003;0025-0001-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;620
0025-0001-0001-0003-0001;0025-0001-0001-0003;e;Część 32;ROLNICTWO;620
0025-0002;0025;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;17160
0025-0002-0001;0025-0002;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;17160
0025-0002-0001-0001;0025-0002-0001;d;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;17160
0025-0002-0001-0001-0001;0025-0002-0001-0001;e;Część 35;RYNKI ROLNE;17160
0025-0003;0025;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;5393
0025-0003-0001;0025-0003;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;5393
0025-0003-0001-0001;0025-0003-0001;d;Podzadanie 9.2.1;Utrzymywanie muzeów;1488
0025-0003-0001-0001-0001;0025-0003-0001-0001;e;Część 32;ROLNICTWO;1488
0025-0003-0001-0002;0025-0003-0001;d;Podzadanie 9.2.6;Utrzymywanie bibliotek oraz innych instytucji, działających w sektorze książki;3905
0025-0003-0001-0002-0001;0025-0003-0001-0002;e;Część 32;ROLNICTWO;3905
0025-0004;0025;b;FUNKCJA 12;ŚRODOWISKO;4500
0025-0004-0001;0025-0004;c;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;4500
0025-0004-0001-0001;0025-0004-0001;d;Podzadanie 12.7.4;Ochrona przed skutkami zagrożeń naturalnych;4500
0025-0004-0001-0001-0001;0025-0004-0001-0001;e;Część 32;ROLNICTWO;4500
0025-0005;0025;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;4782
0025-0005-0001;0025-0005;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;4782
0025-0005-0001-0001;0025-0005-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;4782
0025-0005-0001-0001-0001;0025-0005-0001-0001;e;Część 32;ROLNICTWO;3875
0025-0005-0001-0001-0002;0025-0005-0001-0001;e;Część 33;ROZWÓJ WSI;235
0025-0005-0001-0001-0003;0025-0005-0001-0001;e;Część 35;RYNKI ROLNE;419
0025-0005-0001-0001-0004;0025-0005-0001-0001;e;Część 62;RYBOŁÓWSTWO;253
0025-0006;0025;b;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;4892339
0025-0006-0001;0025-0006;c;Zadanie 21.1;Wspieranie rozwoju produkcji roślinnej i ochrona roślin uprawnych;93961
0025-0006-0001-0001;0025-0006-0001;d;Podzadanie 21.1.1;Wspieranie postępu biologicznego w produkcji roślinnej;24981
0025-0006-0001-0001-0001;0025-0006-0001-0001;e;Część 32;ROLNICTWO;24981
0025-0006-0001-0002;0025-0006-0001;d;Podzadanie 21.1.2;Badania, rejestracja, rekomendacja i ochrona prawna odmian roślin uprawnych;28119
0025-0006-0001-0002-0001;0025-0006-0001-0002;e;Część 32;ROLNICTWO;28119
0025-0006-0001-0003;0025-0006-0001;d;Podzadanie 21.1.3;Nadzór nad zdrowiem roślin, obrotem i stosowaniem środków ochrony roślin oraz wytwarzaniem, oceną i obrotem materiałem siewnym;10254
0025-0006-0001-0003-0001;0025-0006-0001-0003;e;Część 32;ROLNICTWO;10254
0025-0006-0001-0004;0025-0006-0001;d;Podzadanie 21.1.4;Ochrona roślin;2521
0025-0006-0001-0004-0001;0025-0006-0001-0004;e;Część 32;ROLNICTWO;2521
0025-0006-0001-0005;0025-0006-0001;d;Podzadanie 21.1.5;Nadzór nad uprawą roślin genetycznie zmodyfikowanych, strefami wolnymi od GMO oraz kontrolą zamierzonego uwolnienia organizmów genetycznie zmodyfikowanych;0
0025-0006-0001-0005-0001;0025-0006-0001-0005;e;Część 32;ROLNICTWO;0
0025-0006-0001-0006;0025-0006-0001;d;Podzadanie 21.1.6;Program wieloletni ``Ochrona roślin uprawnych z uwzględnieniem bezpieczeństwa żywności oraz ograniczenia strat w plonach i zagrożeń dla zdrowia ludzi, zwierząt domowych i środowiska``;6970
0025-0006-0001-0006-0001;0025-0006-0001-0006;e;Część 32;ROLNICTWO;6970
0025-0006-0001-0007;0025-0006-0001;d;Podzadanie 21.1.7;Program wieloletni ``Ulepszanie Roślin Zrównoważonych AgroEkosystemów, Wysokiej Jakości Żywności i Produkcji Roślinnej na Cele Nieżywnościowe``;11067
0025-0006-0001-0007-0001;0025-0006-0001-0007;e;Część 32;ROLNICTWO;11067
0025-0006-0001-0008;0025-0006-0001;d;Podzadanie 21.1.8;Program wieloletni ``Rozwój zrównoważonych metod produkcji ogrodniczej w celu zapewnienia wysokiej jakości biologicznej i odżywczej produktów ogrodniczych oraz zachowania bioróżnorodności środowiska i ochrony jego zasobów``;10049
0025-0006-0001-0008-0001;0025-0006-0001-0008;e;Część 32;ROLNICTWO;10049
0025-0006-0002;0025-0006;c;Zadanie 21.2;Wspieranie rozwoju produkcji zwierzęcej i hodowli zwierząt;119258
0025-0006-0002-0001;0025-0006-0002;d;Podzadanie 21.2.1;Wspieranie postępu biologicznego w produkcji zwierzęcej;108098
0025-0006-0002-0001-0001;0025-0006-0002-0001;e;Część 32;ROLNICTWO;108098
0025-0006-0002-0002;0025-0006-0002;d;Podzadanie 21.2.2;Wspieranie działalności kontrolnej;10105
0025-0006-0002-0002-0001;0025-0006-0002-0002;e;Część 32;ROLNICTWO;10105
0025-0006-0002-0003;0025-0006-0002;d;Podzadanie 21.2.3;Program wieloletni ``Biologiczne, środowiskowe i technologiczne uwarunkowania rozwoju produkcji zwierzęcej``;1055
0025-0006-0002-0003-0001;0025-0006-0002-0003;e;Część 32;ROLNICTWO;1055
0025-0006-0003;0025-0006;c;Zadanie 21.3;Ochrona zdrowia i dobrostanu zwierząt oraz zdrowia publicznego w zakresie weterynarii;47514
0025-0006-0003-0001;0025-0006-0003;d;Podzadanie 21.3.1;Ochrona zdrowia i dobrostanu zwierząt;9997
0025-0006-0003-0001-0001;0025-0006-0003-0001;e;Część 32;ROLNICTWO;9997
0025-0006-0003-0002;0025-0006-0003;d;Podzadanie 21.3.2;Nadzór nad zdrowotną jakością środków spożywczych pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania;9895
0025-0006-0003-0002-0001;0025-0006-0003-0002;e;Część 32;ROLNICTWO;9895
0025-0006-0003-0003;0025-0006-0003;d;Podzadanie 21.3.3;Realizacja zadań laboratoriów referencyjnych i innych zadań zleconych;14520
0025-0006-0003-0003-0001;0025-0006-0003-0003;e;Część 32;ROLNICTWO;14520
0025-0006-0003-0004;0025-0006-0003;d;Podzadanie 21.3.4;Program wieloletni ``Ochrona zdrowia zwierząt i zdrowia publicznego``;13102
0025-0006-0003-0004-0001;0025-0006-0003-0004;e;Część 32;ROLNICTWO;13102
0025-0006-0004;0025-0006;c;Zadanie 21.4;Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności;59664
0025-0006-0004-0001;0025-0006-0004;d;Podzadanie 21.4.2;Rolnictwo ekologiczne;6400
0025-0006-0004-0001-0001;0025-0006-0004-0001;e;Część 32;ROLNICTWO;5920
0025-0006-0004-0001-0002;0025-0006-0004-0001;e;Część 33;ROZWÓJ WSI;480
0025-0006-0004-0002;0025-0006-0004;d;Podzadanie 21.4.3;Żywność regionalna, tradycyjna i systemy jakości żywności;290
0025-0006-0004-0002-0001;0025-0006-0004-0002;e;Część 33;ROZWÓJ WSI;20
0025-0006-0004-0002-0002;0025-0006-0004-0002;e;Część 35;RYNKI ROLNE;270
0025-0006-0004-0003;0025-0006-0004;d;Podzadanie 21.4.4;Agrochemiczna obsługa rolnictwa w Polsce;36734
0025-0006-0004-0003-0001;0025-0006-0004-0003;e;Część 32;ROLNICTWO;36734
0025-0006-0004-0004;0025-0006-0004;d;Podzadanie 21.4.5;Program wieloletni ``Kształtowanie środowiska rolniczego Polski oraz zrównoważony rozwój produkcji rolniczej``;6740
0025-0006-0004-0004-0001;0025-0006-0004-0004;e;Część 32;ROLNICTWO;6740
0025-0006-0004-0005;0025-0006-0004;d;Podzadanie 21.4.6;Program wieloletni ``Ekonomiczne i społeczne uwarunkowania rozwoju gospodarki żywnościowej po wstąpieniu Polski do Unii Europejskiej``;9500
0025-0006-0004-0005-0001;0025-0006-0004-0005;e;Część 32;ROLNICTWO;9500
0025-0006-0005;0025-0006;c;Zadanie 21.6;Wspieranie rybactwa śródlądowego i rybołówstwa morskiego;149525
0025-0006-0005-0001;0025-0006-0005;d;Podzadanie 21.6.1;Wspieranie rybactwa śródlądowego;4864
0025-0006-0005-0001-0001;0025-0006-0005-0001;e;Część 62;RYBOŁÓWSTWO;4864
0025-0006-0005-0002;0025-0006-0005;d;Podzadanie 21.6.2;Wspieranie rybołówstwa morskiego;12976
0025-0006-0005-0002-0001;0025-0006-0005-0002;e;Część 62;RYBOŁÓWSTWO;12976
0025-0006-0005-0003;0025-0006-0005;d;Podzadanie 21.6.3;PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;126535
0025-0006-0005-0003-0001;0025-0006-0005-0003;e;Część 62;RYBOŁÓWSTWO;126535
0025-0006-0005-0004;0025-0006-0005;d;Podzadanie 21.6.4;Program wieloletni ``Wieloletni Program Zbierania Danych Rybackich 2007-2013``;5150
0025-0006-0005-0004-0001;0025-0006-0005-0004;e;Część 62;RYBOŁÓWSTWO;5150
0025-0006-0006;0025-0006;c;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;4422052
0025-0006-0006-0001;0025-0006-0006;d;Podzadanie 21.7.1;Doradztwo rolnicze;3568
0025-0006-0006-0001-0001;0025-0006-0006-0001;e;Część 33;ROZWÓJ WSI;3568
0025-0006-0006-0002;0025-0006-0006;d;Podzadanie 21.7.2;Pomoc krajowa;1038544
0025-0006-0006-0002-0001;0025-0006-0006-0002;e;Część 32;ROLNICTWO;100000
0025-0006-0006-0002-0002;0025-0006-0006-0002;e;Część 33;ROZWÓJ WSI;744626
