ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0023-0007-0002-0001;0023-0007-0002;d;Podzadanie 13.6.1;Tworzenie warunków dla rozwoju podmiotów prowadzących działalność pożytku publicznego, współpracy tych podmiotów z organami administracji publicznej oraz dialogu obywatelskiego;9520
0023-0007-0002-0001-0001;0023-0007-0002-0001;e;Część 29;OBRONA NARODOWA;9520
0023-0008;0023;b;FUNKCJA 14;RYNEK PRACY;14631
0023-0008-0001;0023-0008;c;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;14631
0023-0008-0001-0001;0023-0008-0001;d;Podzadanie 14.1.1;Wspieranie programów aktywizacji;14631
0023-0008-0001-0001-0001;0023-0008-0001-0001;e;Część 29;OBRONA NARODOWA;14631
0023-0009;0023;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0023-0009-0001;0023-0009;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0023-0009-0001-0001;0023-0009-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0023-0009-0001-0001-0001;0023-0009-0001-0001;e;Część 29;OBRONA NARODOWA;0
0023-0010;0023;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;25019
0023-0010-0001;0023-0010;c;Zadanie 16.3;Utrzymanie stosunków między Państwem a kościołem i związkami wyznaniowymi;25019
0023-0010-0001-0001;0023-0010-0001;d;Podzadanie 16.3.2;Realizacja zadań z zakresu stosunków pomiędzy Państwem a Kościołem;25019
0023-0010-0001-0001-0001;0023-0010-0001-0001;e;Część 29;OBRONA NARODOWA;25019
0023-0011;0023;b;FUNKCJA 18;SPRAWIEDLIWOŚĆ;19091
0023-0011-0001;0023-0011;c;Zadanie 18.1;Sprawowanie wymiaru sprawiedliwości przez sądy powszechne i wojskowe;19091
0023-0011-0001-0001;0023-0011-0001;d;Podzadanie 18.1.1;Działalność orzecznicza;16110
0023-0011-0001-0001-0001;0023-0011-0001-0001;e;Część 29;OBRONA NARODOWA;16110
0023-0011-0001-0002;0023-0011-0001;d;Podzadanie 18.1.2;Działalność pozaorzecznicza;2981
0023-0011-0001-0002-0001;0023-0011-0001-0002;e;Część 29;OBRONA NARODOWA;2981
0023-0012;0023;b;FUNKCJA 20;ZDROWIE;125778
0023-0012-0001;0023-0012;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;7221
0023-0012-0001-0001;0023-0012-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;1295
0023-0012-0001-0001-0001;0023-0012-0001-0001;e;Część 29;OBRONA NARODOWA;1295
0023-0012-0001-0002;0023-0012-0001;d;Podzadanie 20.1.5;Zapewnianie funkcjonowania publicznej służby krwi;5926
0023-0012-0001-0002-0001;0023-0012-0001-0002;e;Część 29;OBRONA NARODOWA;5926
0023-0012-0002;0023-0012;c;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;118557
0023-0012-0002-0001;0023-0012-0002;d;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;118557
0023-0012-0002-0001-0001;0023-0012-0002-0001;e;Część 29;OBRONA NARODOWA;118557
0023-0013;0023;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;198106
0023-0013-0001;0023-0013;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;115158
0023-0013-0001-0002;0023-0013-0001;d;Część 29;OBRONA NARODOWA;115158
0023-0013-0002;0023-0013;c;Zadanie 22.2;Obsługa administracyjna;54090
0023-0013-0002-0003;0023-0013-0002;d;Część 29;OBRONA NARODOWA;54090
0023-0013-0003;0023-0013;c;Zadanie 22.3;Obsługa techniczna;28858
0023-0013-0003-0004;0023-0013-0003;d;Część 29;OBRONA NARODOWA;28858
0024;;a;Dysponent;Ministerstwo Pracy i Polityki Społecznej;1213351
0024-0001;0024;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;139346
0024-0001-0001;0024-0001;c;Zadanie 3.1;Edukacja i wychowanie;139346
0024-0001-0001-0001;0024-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;97542
0024-0001-0001-0001-0001;0024-0001-0001-0001;e;Część 31;PRACA;97542
0024-0001-0001-0002;0024-0001-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;1119
0024-0001-0001-0002-0001;0024-0001-0001-0002;e;Część 31;PRACA;1119
0024-0001-0001-0003;0024-0001-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;40685
0024-0001-0001-0003-0001;0024-0001-0001-0003;e;Część 31;PRACA;40685
0024-0002;0024;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;34569
0024-0002-0001;0024-0002;c;Zadanie 13.1;Pomoc i integracja społeczna;16707
0024-0002-0001-0001;0024-0002-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;12453
0024-0002-0001-0001-0001;0024-0002-0001-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;12453
0024-0002-0001-0002;0024-0002-0001;d;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;4254
0024-0002-0001-0002-0001;0024-0002-0001-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;4254
0024-0002-0002;0024-0002;c;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;1931
0024-0002-0002-0001;0024-0002-0002;d;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;1308
0024-0002-0002-0001-0001;0024-0002-0002-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;1308
0024-0002-0002-0002;0024-0002-0002;d;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;623
0024-0002-0002-0002-0001;0024-0002-0002-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;623
0024-0002-0003;0024-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;3301
0024-0002-0003-0001;0024-0002-0003;d;Podzadanie 13.3.5;Świadczenia emerytalne dla funkcjonariuszy i żołnierzy;2893
0024-0002-0003-0001-0001;0024-0002-0003-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;2893
0024-0002-0003-0002;0024-0002-0003;d;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;272
0024-0002-0003-0002-0001;0024-0002-0003-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;272
0024-0002-0003-0003;0024-0002-0003;d;Podzadanie 13.3.7;Wypłata świadczeń zleconych do realizacji Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;136
0024-0002-0003-0003-0001;0024-0002-0003-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;136
0024-0002-0004;0024-0002;c;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;136
0024-0002-0004-0001;0024-0002-0004;d;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;136
0024-0002-0004-0001-0001;0024-0002-0004-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;136
0024-0002-0005;0024-0002;c;Zadanie 13.5;Wspieranie rodziny;9620
0024-0002-0005-0001;0024-0002-0005;d;Podzadanie 13.5.1;Świadczenia rodzinne;977
0024-0002-0005-0001-0001;0024-0002-0005-0001;e;Część 63;RODZINA;977
0024-0002-0005-0002;0024-0002-0005;d;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;8643
0024-0002-0005-0002-0001;0024-0002-0005-0002;e;Część 63;RODZINA;8643
0024-0002-0006;0024-0002;c;Zadanie 13.6;Przeciwdziałanie dyskryminacji;2874
0024-0002-0006-0001;0024-0002-0006;d;Podzadanie 13.6.1;Tworzenie warunków dla rozwoju podmiotów prowadzących działalność pożytku publicznego, współpracy tych podmiotów z organami administracji publicznej oraz dialogu obywatelskiego;2028
0024-0002-0006-0001-0001;0024-0002-0006-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;2028
0024-0002-0006-0002;0024-0002-0006;d;Podzadanie 13.6.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;550
0024-0002-0006-0002-0001;0024-0002-0006-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;550
0024-0002-0006-0003;0024-0002-0006;d;Podzadanie 13.6.3;Nadzór nad fundacjami i stowarzyszeniami oraz organizacjami pożytku publicznego;296
0024-0002-0006-0003-0001;0024-0002-0006-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;296
0024-0003;0024;b;FUNKCJA 14;RYNEK PRACY;845058
0024-0003-0001;0024-0003;c;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;45613
0024-0003-0001-0001;0024-0003-0001;d;Podzadanie 14.1.1;Wspieranie programów aktywizacji;6233
0024-0003-0001-0001-0001;0024-0003-0001-0001;e;Część 31;PRACA;6233
0024-0003-0001-0002;0024-0003-0001;d;Podzadanie 14.1.2;Wspieranie i modernizacja urzędów pracy;39380
0024-0003-0001-0002-0001;0024-0003-0001-0002;e;Część 31;PRACA;39380
0024-0003-0002;0024-0003;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;31630
0024-0003-0002-0001;0024-0003-0002;d;Podzadanie 14.2.1;Elastyczność i bezpieczeństwo w zatrudnieniu;8810
0024-0003-0002-0001-0001;0024-0003-0002-0001;e;Część 31;PRACA;8810
0024-0003-0002-0002;0024-0003-0002;d;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;22820
0024-0003-0002-0002-0001;0024-0003-0002-0002;e;Część 31;PRACA;22820
0024-0003-0003;0024-0003;c;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;749557
0024-0003-0003-0001;0024-0003-0003;d;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;749557
0024-0003-0003-0001-0001;0024-0003-0003-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;749557
0024-0003-0004;0024-0003;c;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;18258
0024-0003-0004-0001;0024-0003-0004;d;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;1312
0024-0003-0004-0001-0001;0024-0003-0004-0001;e;Część 31;PRACA;1312
0024-0003-0004-0002;0024-0003-0004;d;Podzadanie 14.4.2;Budowa i wdrożenie rozwiązań informatycznych;16946
0024-0003-0004-0002-0001;0024-0003-0004-0002;e;Część 31;PRACA;16946
0024-0004;0024;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;3515
0024-0004-0001;0024-0004;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;3515
0024-0004-0001-0001;0024-0004-0001;d;Podzadanie 15.5.1;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych;1211
0024-0004-0001-0001-0001;0024-0004-0001-0001;e;Część 31;PRACA;644
0024-0004-0001-0001-0002;0024-0004-0001-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;540
0024-0004-0001-0001-0003;0024-0004-0001-0001;e;Część 63;RODZINA;27
0024-0004-0001-0002;0024-0004-0001;d;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;2304
0024-0004-0001-0002-0001;0024-0004-0001-0002;e;Część 31;PRACA;1298
0024-0004-0001-0002-0002;0024-0004-0001-0002;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;944
0024-0004-0001-0002-0003;0024-0004-0001-0002;e;Część 63;RODZINA;62
0024-0004-0001-0003;0024-0004-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0024-0004-0001-0003-0001;0024-0004-0001-0003;e;Część 31;PRACA;0
0024-0004-0001-0003-0002;0024-0004-0001-0003;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;0
0024-0004-0001-0003-0003;0024-0004-0001-0003;e;Część 63;RODZINA;0
0024-0005;0024;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;32488
0024-0005-0001;0024-0005;c;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;831
0024-0005-0001-0001;0024-0005-0001;d;Podzadanie 16.2.2;Realizacja zasady równego traktowania osób bez względu na pochodzenie etniczne;831
0024-0005-0001-0001-0001;0024-0005-0001-0001;e;Część 63;RODZINA;831
0024-0005-0002;0024-0005;c;Zadanie 16.8;Budowa społeczeństwa obywatelskiego;31657
0024-0005-0002-0001;0024-0005-0002;d;Podzadanie 16.8.3;Nadzór i kontrola nad organizacjami pożytku publicznego oraz fundacjami, dla których ministrem właściwym jest Minister Pracy i Polityki Społecznej;31657
0024-0005-0002-0001-0001;0024-0005-0002-0001;e;Część 31;PRACA;1157
0024-0005-0002-0001-0002;0024-0005-0002-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;29500
0024-0005-0002-0001-0003;0024-0005-0002-0001;e;Część 63;RODZINA;1000
0024-0006;0024;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;102873
0024-0006-0001;0024-0006;c;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;427
0024-0006-0001-0001;0024-0006-0001;d;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;427
0024-0006-0001-0001-0001;0024-0006-0001-0001;e;Część 31;PRACA;427
0024-0006-0002;0024-0006;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;102446
0024-0006-0002-0001;0024-0006-0002;d;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;7841
0024-0006-0002-0001-0001;0024-0006-0002-0001;e;Część 31;PRACA;7841
0024-0006-0002-0002;0024-0006-0002;d;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;94605
0024-0006-0002-0002-0001;0024-0006-0002-0002;e;Część 31;PRACA;94605
0024-0006-0003;0024-0006;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;0
0024-0006-0003-0001;0024-0006-0003;d;Podzadanie 17.4.2;Zarządzanie realizacją zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);0
0024-0006-0003-0001-0001;0024-0006-0003-0001;e;Część 44;ZABEZPIECZENIE SPOŁECZNE;0
0024-0007;0024;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;55502
0024-0007-0001;0024-0007;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;9679
0024-0007-0001-0002;0024-0007-0001;d;Część 31;PRACA;6367
0024-0007-0001-0003;0024-0007-0001;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;2893
0024-0007-0001-0004;0024-0007-0001;d;Część 63;RODZINA;419
0024-0007-0002;0024-0007;c;Zadanie 22.2;Obsługa administracyjna;20513
0024-0007-0002-0005;0024-0007-0002;d;Część 31;PRACA;13831
0024-0007-0002-0006;0024-0007-0002;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;5601
0024-0007-0002-0007;0024-0007-0002;d;Część 63;RODZINA;1081
0024-0007-0003;0024-0007;c;Zadanie 22.3;Obsługa techniczna;25310
0024-0007-0003-0008;0024-0007-0003;d;Część 31;PRACA;16194
0024-0007-0003-0009;0024-0007-0003;d;Część 44;ZABEZPIECZENIE SPOŁECZNE;7878
0024-0007-0003-0010;0024-0007-0003;d;Część 63;RODZINA;1238
0025;;a;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;5676177
0025-0001;0025;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;170467
0025-0001-0001;0025-0001;c;Zadanie 3.1;Edukacja i wychowanie;170467
0025-0001-0001-0001;0025-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;168116
0025-0001-0001-0001-0001;0025-0001-0001-0001;e;Część 32;ROLNICTWO;168116
0025-0001-0001-0002;0025-0001-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;1607
0025-0001-0001-0002-0001;0025-0001-0001-0002;e;Część 32;ROLNICTWO;1582
0025-0001-0001-0002-0002;0025-0001-0001-0002;e;Część 33;ROZWÓJ WSI;25
0025-0001-0001-0003;0025-0001-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;524
0025-0001-0001-0003-0001;0025-0001-0001-0003;e;Część 32;ROLNICTWO;524
0025-0001-0001-0004;0025-0001-0001;d;Podzadanie 3.1.9;Prowadzenie działalności edukacyjnej, badawczej i popularyzatorskiej przez IPN;220
0025-0001-0001-0004-0001;0025-0001-0001-0004;e;Część 32;ROLNICTWO;220
0025-0002;0025;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;12029
0025-0002-0001;0025-0002;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;12029
0025-0002-0001-0001;0025-0002-0001;d;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;12029
0025-0002-0001-0001-0001;0025-0002-0001-0001;e;Część 35;RYNKI ROLNE;12029
0025-0003;0025;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;5880
0025-0003-0001;0025-0003;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;5880
0025-0003-0001-0001;0025-0003-0001;d;Podzadanie 9.2.1;Utrzymywanie muzeów;1540
0025-0003-0001-0001-0001;0025-0003-0001-0001;e;Część 32;ROLNICTWO;1540
0025-0003-0001-0002;0025-0003-0001;d;Podzadanie 9.2.5;Utrzymywanie i powiększanie zasobów archiwalnych i filmowych;4340
0025-0003-0001-0002-0001;0025-0003-0001-0002;e;Część 32;ROLNICTWO;4340
0025-0004;0025;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;185
0025-0004-0001;0025-0004;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;185
0025-0004-0001-0001;0025-0004-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;185
0025-0004-0001-0001-0001;0025-0004-0001-0001;e;Część 32;ROLNICTWO;140
0025-0004-0001-0001-0002;0025-0004-0001-0001;e;Część 33;ROZWÓJ WSI;15
0025-0004-0001-0001-0003;0025-0004-0001-0001;e;Część 35;RYNKI ROLNE;15
0025-0004-0001-0001-0004;0025-0004-0001-0001;e;Część 62;RYBOŁÓWSTWO;15
0025-0005;0025;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0025-0005-0001;0025-0005;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0025-0005-0001-0001;0025-0005-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0025-0005-0001-0001-0001;0025-0005-0001-0001;e;Część 32;ROLNICTWO;0
0025-0005-0001-0001-0002;0025-0005-0001-0001;e;Część 33;ROZWÓJ WSI;0
0025-0005-0001-0001-0003;0025-0005-0001-0001;e;Część 35;RYNKI ROLNE;0
0025-0005-0001-0001-0004;0025-0005-0001-0001;e;Część 62;RYBOŁÓWSTWO;0
0025-0006;0025;b;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;4711229
0025-0006-0001;0025-0006;c;Zadanie 21.1;Wspieranie rozwoju produkcji roślinnej i ochrona roślin uprawnych;83835
0025-0006-0001-0001;0025-0006-0001;d;Podzadanie 21.1.1;Wspieranie postępu biologicznego w produkcji roślinnej;40813
0025-0006-0001-0001-0001;0025-0006-0001-0001;e;Część 32;ROLNICTWO;40813
0025-0006-0001-0002;0025-0006-0001;d;Podzadanie 21.1.2;Badania, rejestracja, rekomendacja i ochrona prawna odmian roślin uprawnych;29103
0025-0006-0001-0002-0001;0025-0006-0001-0002;e;Część 32;ROLNICTWO;29103
0025-0006-0001-0003;0025-0006-0001;d;Podzadanie 21.1.3;Nadzór nad zdrowiem roślin, obrotem i stosowaniem środków ochrony roślin oraz wytwarzaniem, oceną i obrotem materiałem siewnym;3837
0025-0006-0001-0003-0001;0025-0006-0001-0003;e;Część 32;ROLNICTWO;3837
0025-0006-0001-0004;0025-0006-0001;d;Podzadanie 21.1.4;Ochrona roślin;10082
0025-0006-0001-0004-0001;0025-0006-0001-0004;e;Część 32;ROLNICTWO;10082
0025-0006-0002;0025-0006;c;Zadanie 21.2;Wspieranie rozwoju produkcji zwierzęcej i hodowli zwierząt;125727
0025-0006-0002-0001;0025-0006-0002;d;Podzadanie 21.2.1;Wspieranie postępu biologicznego w produkcji zwierzęcej;115314
0025-0006-0002-0001-0001;0025-0006-0002-0001;e;Część 32;ROLNICTWO;115314
0025-0006-0002-0002;0025-0006-0002;d;Podzadanie 21.2.2;Wspieranie działalności kontrolnej;10413
0025-0006-0002-0002-0001;0025-0006-0002-0002;e;Część 32;ROLNICTWO;10413
0025-0006-0003;0025-0006;c;Zadanie 21.3;Ochrona zdrowia i dobrostanu zwierząt oraz zdrowia publicznego w zakresie weterynarii;49058
0025-0006-0003-0001;0025-0006-0003;d;Podzadanie 21.3.1;Ochrona zdrowia i dobrostanu zwierząt;22090
0025-0006-0003-0001-0001;0025-0006-0003-0001;e;Część 32;ROLNICTWO;22090
0025-0006-0003-0002;0025-0006-0003;d;Podzadanie 21.3.2;Nadzór nad zdrowotną jakością środków spożywczych pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania;11176
0025-0006-0003-0002-0001;0025-0006-0003-0002;e;Część 32;ROLNICTWO;11176
0025-0006-0003-0003;0025-0006-0003;d;Podzadanie 21.3.3;Realizacja zadań laboratoriów referencyjnych i innych zadań zleconych;15792
0025-0006-0003-0003-0001;0025-0006-0003-0003;e;Część 32;ROLNICTWO;15792
0025-0006-0004;0025-0006;c;Zadanie 21.4;Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności;62372
0025-0006-0004-0001;0025-0006-0004;d;Podzadanie 21.4.1;Kształtowanie ustroju rolnego państwa;14606
0025-0006-0004-0001-0001;0025-0006-0004-0001;e;Część 32;ROLNICTWO;14156
0025-0006-0004-0001-0002;0025-0006-0004-0001;e;Część 35;RYNKI ROLNE;450
0025-0006-0004-0002;0025-0006-0004;d;Podzadanie 21.4.2;Rolnictwo ekologiczne;7006
0025-0006-0004-0002-0001;0025-0006-0004-0002;e;Część 32;ROLNICTWO;6000
0025-0006-0004-0002-0002;0025-0006-0004-0002;e;Część 33;ROZWÓJ WSI;265
0025-0006-0004-0002-0003;0025-0006-0004-0002;e;Część 35;RYNKI ROLNE;741
0025-0006-0004-0003;0025-0006-0004;d;Podzadanie 21.4.3;Żywność regionalna, tradycyjna i systemy jakości żywności;3265
0025-0006-0004-0003-0001;0025-0006-0004-0003;e;Część 32;ROLNICTWO;0
0025-0006-0004-0003-0002;0025-0006-0004-0003;e;Część 33;ROZWÓJ WSI;385
0025-0006-0004-0003-0003;0025-0006-0004-0003;e;Część 35;RYNKI ROLNE;2880
0025-0006-0004-0004;0025-0006-0004;d;Podzadanie 21.4.4;Agrochemiczna obsługa rolnictwa w Polsce;37495
0025-0006-0004-0004-0001;0025-0006-0004-0004;e;Część 32;ROLNICTWO;37495
0025-0006-0005;0025-0006;c;Zadanie 21.6;Wspieranie rybactwa śródlądowego i rybołówstwa morskiego;87915
0025-0006-0005-0001;0025-0006-0005;d;Podzadanie 21.6.1;Wspieranie rybactwa śródlądowego;5200
0025-0006-0005-0001-0001;0025-0006-0005-0001;e;Część 62;RYBOŁÓWSTWO;5200
0025-0006-0005-0002;0025-0006-0005;d;Podzadanie 21.6.2;Wspieranie rybołówstwa morskiego;19866
0025-0006-0005-0002-0001;0025-0006-0005-0002;e;Część 62;RYBOŁÓWSTWO;19866
0025-0006-0005-0003;0025-0006-0005;d;Podzadanie 21.6.3;PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;62849
0025-0006-0005-0003-0001;0025-0006-0005-0003;e;Część 62;RYBOŁÓWSTWO;62849
0025-0006-0006;0025-0006;c;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;4302322
0025-0006-0006-0001;0025-0006-0006;d;Podzadanie 21.7.1;Doradztwo rolnicze;3951
0025-0006-0006-0001-0001;0025-0006-0006-0001;e;Część 33;ROZWÓJ WSI;3951
0025-0006-0006-0002;0025-0006-0006;d;Podzadanie 21.7.2;Pomoc krajowa;1254408
0025-0006-0006-0002-0001;0025-0006-0006-0002;e;Część 32;ROLNICTWO;109500
0025-0006-0006-0002-0002;0025-0006-0006-0002;e;Część 33;ROZWÓJ WSI;864344
0025-0006-0006-0002-0003;0025-0006-0006-0002;e;Część 35;RYNKI ROLNE;280564
0025-0006-0006-0003;0025-0006-0006;d;Podzadanie 21.7.3;WPR finansowane z EFRG;594981
