"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"11-5-2-30-1";"011-005-002-030-001";"11-5-2-30";"011-005-002-030";1;"f";"e";"Cel";"Zapewnienie gotowości struktur administracyjno- gospodarczych kraju do obrony państwa";"68";;;;;;;
"11-5-2-30-1-1";"011-005-002-030-001-001";"11-5-2-30-1";"011-005-002-030-001";1;"t";"f";"Miernik";"Udział kadry kierowniczej PAA w corocznym szkoleniu obronnym w procentach";"68";"80";"80";;;;;
"11-5-2-31";"011-005-002-031";"11-5-2";"011-005-002";1;"f";"d";"Dysponent";"Kasa Rolniczego Ubezpieczenia Społecznego";"72";;;10;10;0;100;0
"11-5-2-31-1";"011-005-002-031-001";"11-5-2-31";"011-005-002-031";1;"f";"e";"Cel";"Nabycie umiejętności niezbędnych do wykonywania zadań obronnych oraz podniesienia kwalifikacji w zakresie wykonywania tych zadań, a takŜe poznania zasad i procedur kierowania wykonywaniem zadań obronnych podczas podwyŜszania gotowości obronnej państwa";"72";;;;;;;
"11-5-2-31-1-1";"011-005-002-031-001-001";"11-5-2-31-1";"011-005-002-031-001";1;"t";"f";"Miernik";"Liczba osób przeszkolonych";"72";"60 osób";"60 osób";;;;;
"11-5-2-32";"011-005-002-032";"11-5-2";"011-005-002";1;"f";"d";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";;;2080;2080;0;100;0
"11-5-2-32-1";"011-005-002-032-001";"11-5-2-32";"011-005-002-032";1;"f";"e";"Cel";"Przygotowanie Urzędu oraz przdsiębiorców telekomunikacyjnych i operatorów pocztowych do realizacji zadań na rzecz obronności i bezpieczenstwa państwa";"76";;;;;;;
"11-5-2-32-1-1";"011-005-002-032-001-001";"11-5-2-32-1";"011-005-002-032-001";1;"t";"f";"Miernik";"Skuteczność egzekwowania wykonywania zadań przez przedsiębiorców w %";"76";"80";"100";;;;;
"11-5-2-33";"011-005-002-033";"11-5-2";"011-005-002";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;41726;41726;0;100;0
"11-5-2-33-1";"011-005-002-033-001";"11-5-2-33";"011-005-002-033";1;"f";"e";"Cel";"-";"85";;;;;;;
"11-5-2-33-1-1";"011-005-002-033-001-001";"11-5-2-33-1";"011-005-002-033-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"11-5-3";"011-005-003";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Gospodarki";"20";;;88497;88497;0;100;0
"11-5-3-1";"011-005-003-001";"11-5-3";"011-005-003";0;"f";"d";"Cel";"Utrzymywanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"20";;;;;;;
"11-5-3-1-1";"011-005-003-001-001";"11-5-3-1";"011-005-003-001";0;"t";"e";"Miernik";"Stopień wykonania decyzji na utrzymywanie mocy produkcyjnych i/lub remontowych (liczba wykonanych decyzji o utrzymywaniu mocy produkcyjnych i/lub remontowych/ liczba wydanych decyzji)*100%";"20";"100%";"100%";;;;;
"11-5-4";"011-005-004";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"21";;;637;637;0;100;0
"11-5-4-1";"011-005-004-001";"11-5-4";"011-005-004";0;"f";"d";"Cel";"Utrzymywanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"21";;;;;;;
"11-5-4-1-1";"011-005-004-001-001";"11-5-4-1";"011-005-004-001";0;"t";"e";"Miernik";"Procent realizacji zadań rocznych określonych w PPPO na lata 2009 - 2018 (w %)";"21";"7/7  100%";"6/6  100%";;;;;
"11-5-5";"011-005-005";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"22";;;2533;2533;0;100;0
"11-5-5-1";"011-005-005-001";"11-5-5";"011-005-005";0;"f";"d";"Cel";"Utrzymanie zdolności sttruktur administracyjno- gospodarczych kraju do realizacji zadań obronnych";"22";;;;;;;
"11-5-5-1-1";"011-005-005-001-001";"11-5-5-1";"011-005-005-001";0;"t";"e";"Miernik";"Liczba zrealizowanych przedsięwzięć";"22";"16";"16";;;;;
"11-5-6";"011-005-006";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";;;112;112;0;100;0
"11-5-6-1";"011-005-006-001";"11-5-6";"011-005-006";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych w dziale administracji rządowej kultura i ochrona dziedzictwa narodowego";"24";;;;;;;
"11-5-6-1-1";"011-005-006-001-001";"11-5-6-1";"011-005-006-001";0;"t";"e";"Miernik";"Liczba zadań zrealizowanych / Liczba zadań zaplanowanych w programie PPO w dziale administracji rządowej kultura i ochrona dziedzictwa narodowego (%)";"24";"100";"100";;;;;
"11-5-7";"011-005-007";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";;;77;77;0;100;0
"11-5-7-1";"011-005-007-001";"11-5-7";"011-005-007";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"25";;;;;;;
"11-5-7-1-1";"011-005-007-001-001";"11-5-7-1";"011-005-007-001";0;"t";"e";"Miernik";"Stosunek pracowników przygotowanych do wykonywania zadań obronnych do wszystkich, którzy powinni być przygotowani";"25";"85%";"100%";;;;;
"11-5-8";"011-005-008";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"26";;;1886;1886;0;100;0
"11-5-8-1";"011-005-008-001";"11-5-8";"011-005-008";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"26";;;;;;;
"11-5-8-1-1";"011-005-008-001-001";"11-5-8-1";"011-005-008-001";0;"t";"e";"Miernik";"Procent realizacji zadań rocznych określonych w PPPO na lata 2009-2018 (w %)";"26";"6/7 85,71%";"7/7   100%";;;;;
"11-5-9";"011-005-009";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"28";;;15;15;0;100;0
"11-5-9-1";"011-005-009-001";"11-5-9";"011-005-009";0;"f";"d";"Cel";"Realizacja przedsięwzięć rzeczowo-finansowych określonych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO) 2009-2018";"28";;;;;;;
"11-5-9-1-1";"011-005-009-001-001";"11-5-9-1";"011-005-009-001";0;"t";"e";"Miernik";"Procent realizacji przedsięwzięć zaplanowanych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO)";"28";"20%";"40%";;;;;
"11-5-10";"011-005-010";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;28170;28170;0;100;0
"11-5-10-1";"011-005-010-001";"11-5-10";"011-005-010";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"29";;;;;;;
"11-5-10-1-1";"011-005-010-001-001";"11-5-10-1";"011-005-010-001";0;"t";"e";"Miernik";"Przyjęcie oceny pozamiiitarnych przygotowań obronnych RP";"29";"przyjęcie oceny";"przyjęcie oceny";;;;;
"11-5-11";"011-005-011";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;133;133;0;100;0
"11-5-11-1";"011-005-011-001";"11-5-11";"011-005-011";0;"f";"d";"Cel";"Przygotowanie działu administracji rządowej oświata i wychowanie do realizacji zadań na wypadek zagroŜenia bezpieczeństwa państwa i wojny";"30";;;;;;;
"11-5-11-1-1";"011-005-011-001-001";"11-5-11-1";"011-005-011-001";0;"t";"e";"Miernik";"% wskaźnik liczby opracowanych i utrzymywanych w aktualności planów operacyjnych w stosunku do wymaganych normatywnie w danym roku kalendarzowym";"30";"100%";"100%";;;;;
"11-5-12";"011-005-012";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";;;140;140;0;100;0
"11-5-12-1";"011-005-012-001";"11-5-12";"011-005-012";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej  i przedsiębiorców";"32";;;;;;;
"11-5-12-1-1";"011-005-012-001-001";"11-5-12-1";"011-005-012-001";0;"t";"e";"Miernik";"Realizacja liczby zadań realizowanych do liczby zadań zaplanowanych";"32";"100%";"100%";;;;;
"11-5-13";"011-005-013";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";;;15;15;0;100;0
"11-5-13-1";"011-005-013-001";"11-5-13";"011-005-013";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"33";;;;;;;
"11-5-13-1-1";"011-005-013-001-001";"11-5-13-1";"011-005-013-001";0;"t";"e";"Miernik";"Realizacja zadań zrealizowanych do liczby zadań zaplanowanych";"33";"100%";"100%";;;;;
"11-5-14";"011-005-014";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";;;259;259;0;100;0
"11-5-14-1";"011-005-014-001";"11-5-14";"011-005-014";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych  w ramach cz.34: Rozwój regionalny";"34";;;;;;;
"11-5-14-1-1";"011-005-014-001-001";"11-5-14-1";"011-005-014-001";0;"t";"e";"Miernik";"Relacja liczby  zadań zrealizowanych do liczby zadań zaplanowanych w Programie Pozamilitarnych Przygotowań Obronnych (%)";"34";"100%";"100%";;;;;
"11-5-15";"011-005-015";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";;;15;15;0;100;0
"11-5-15-1";"011-005-015-001";"11-5-15";"011-005-015";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"35";;;;;;;
"11-5-15-1-1";"011-005-015-001-001";"11-5-15-1";"011-005-015-001";0;"t";"e";"Miernik";"Realizacja liczby zadań realizowanych do liczby zadań zaplanowanych";"35";"100%";"100%";;;;;
"11-5-16";"011-005-016";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Sprawiedliwości";"37";;;455;455;0;100;0
"11-5-16-1";"011-005-016-001";"11-5-16";"011-005-016";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez Ministerstwo Sprawiedliwości";"37";;;;;;;
"11-5-16-1-1";"011-005-016-001-001";"11-5-16-1";"011-005-016-001";0;"t";"e";"Miernik";"Liczba przeprowadzonych szkoleń";"37";"-";"6";;;;;
"11-5-17";"011-005-017";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"38";;;24;24;0;100;0
"11-5-17-1";"011-005-017-001";"11-5-17";"011-005-017";0;"f";"d";"Cel";"Realizacja przedsięwzięć rzeczowo-finansowych określonych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO) 2009- 2018";"38";;;;;;;
"11-5-17-1-1";"011-005-017-001-001";"11-5-17-1";"011-005-017-001";0;"t";"e";"Miernik";"Procent realizacji przedsięwzięć zaplanowanych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO)";"38";"20%";"40%";;;;;
"11-5-18";"011-005-018";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"39";;;22599;22599;0;100;0
"11-5-18-1";"011-005-018-001";"11-5-18";"011-005-018";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"39";;;;;;;
"11-5-18-1-1";"011-005-018-001-001";"11-5-18-1";"011-005-018-001";0;"t";"e";"Miernik";"Procent realizacji zadań rocznych określonych w PPPO na lata 2009-2018 (w %)";"39";"14/16 87,5%";"17/17 100%";;;;;
"11-5-19";"011-005-019";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";;;5;5;0;100;0
"11-5-19-1";"011-005-019-001";"11-5-19";"011-005-019";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"40";;;;;;;
"11-5-19-1-1";"011-005-019-001-001";"11-5-19-1";"011-005-019-001";0;"t";"e";"Miernik";"Stosunek pracowników przygotowanych do wykonywania zadań obronnych do wszystkich, którzy powinni być przygotowani";"40";"85%";"100%";;;;;
"11-5-20";"011-005-020";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"41";;;436;436;0;100;0
"11-5-20-1";"011-005-020-001";"11-5-20";"011-005-020";0;"f";"d";"Cel";"Utrzymanie zdolności struktur administracyjno- gospdarczych kraju do realizacji zadań obronnych";"41";;;;;;;
"11-5-20-1-1";"011-005-020-001-001";"11-5-20-1";"011-005-020-001";0;"t";"e";"Miernik";"Liczba zrealizowanych zadań";"41";"6";"6";;;;;
"11-5-21";"011-005-021";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;620;620;0;100;0
"11-5-21-1";"011-005-021-001";"11-5-21";"011-005-021";0;"f";"d";"Cel";"Utrzymywanie zdolności realizacji zadań obronnych przez organy administracji publicznej";"45";;;;;;;
"11-5-21-1-1";"011-005-021-001-001";"11-5-21-1";"011-005-021-001";0;"t";"e";"Miernik";"Procent realizacji zadań rocznych określonych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO) (w %)";"45";"100%";"100%";;;;;
"11-5-22";"011-005-022";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Zdrowia";"46";;;11530;11530;0;100;0
"11-5-22-1";"011-005-022-001";"11-5-22";"011-005-022";0;"f";"d";"Cel";"Zabezpieczenie rezerw państwowych w zakresie ochrony zdrowia dla Sił Zbrojnych RP na wypadek zagroŜenia bezpieczeństwa i w czasie wojny";"46";;;;;;;
"11-5-22-1-1";"011-005-022-001-001";"11-5-22-1";"011-005-022-001";0;"t";"e";"Miernik";"%  zabezpieczenia w stosunku do zapotrzebowania";"46";"100%";"100%";;;;;
"11-5-23";"011-005-023";"11-5";"011-005";0;"f";"c";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";;;4;4;0;100;0
"11-5-23-1";"011-005-023-001";"11-5-23";"011-005-023";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"53";;;;;;;
"11-5-23-1-1";"011-005-023-001-001";"11-5-23-1";"011-005-023-001";0;"t";"e";"Miernik";"Odsetek przeszkolonych osób do liczby osób zatrudnionych w Urzędzie planowanych do zatrudnienia";"53";"0";"100%";;;;;
"11-5-24";"011-005-024";"11-5";"011-005";0;"f";"c";"Dysponent";"Centralne Biuro Antykorupcyjne";"56";;;10;10;0;100;0
"11-5-24-1";"011-005-024-001";"11-5-24";"011-005-024";0;"f";"d";"Cel";"X";"56";;;;;;;
"11-5-24-1-1";"011-005-024-001-001";"11-5-24-1";"011-005-024-001";0;"t";"e";"Miernik";"X";"56";"x";"x";;;;;
"11-5-25";"011-005-025";"11-5";"011-005";0;"f";"c";"Dysponent";"Agencja Bezpieczeństwa Wewnętrznego";"57";;;34;34;0;100;0
"11-5-25-1";"011-005-025-001";"11-5-25";"011-005-025";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"57";;;;;;;
"11-5-25-1-1";"011-005-025-001-001";"11-5-25-1";"011-005-025-001";0;"t";"e";"Miernik";"BieŜące monitorowanie gotowości struktur administracyjno - gospodarczych kraju do obrony państwa - wartość logiczna tak (1)/ nie (0)";"57";"1";"1";;;;;
"11-5-26";"011-005-026";"11-5";"011-005";0;"f";"c";"Dysponent";"Główny Urząd Statystyczny";"58";;;12;12;0;100;0
"11-5-26-1";"011-005-026-001";"11-5-26";"011-005-026";0;"f";"d";"Cel";"Przygotowanie jednostek statystyki publicznej do realizacji zadań w sytuacji zagroŜenia bezpieczeństwa państwa i w czasie wojny";"58";;;;;;;
"11-5-26-1-1";"011-005-026-001-001";"11-5-26-1";"011-005-026-001";0;"t";"e";"Miernik";"Ocena dokonanego zakupu sprzętu pod względem przydatności (wartość logiczna tak(1)/nie(0) )";"58";"nie mierzono";"1";;;;;
"11-5-27";"011-005-027";"11-5";"011-005";0;"f";"c";"Dysponent";"Urząd Patentowy RP";"61";;;1;1;0;100;0
"11-5-27-1";"011-005-027-001";"11-5-27";"011-005-027";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"61";;;;;;;
"11-5-27-1-1";"011-005-027-001-001";"11-5-27-1";"011-005-027-001";0;"t";"e";"Miernik";"Stopień realizacji zadań obronnych w danym roku";"61";"100%";"100%";;;;;
"11-5-28";"011-005-028";"11-5";"011-005";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";;;15;15;0;100;0
"11-5-28-1";"011-005-028-001";"11-5-28";"011-005-028";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiebiorców";"62";;;;;;;
"11-5-28-1-1";"011-005-028-001-001";"11-5-28-1";"011-005-028-001";0;"t";"e";"Miernik";"Realizacja liczby zadań realizowanych do liczby zadań zaplanowanych";"62";"100%";"100%";;;;;
"11-5-29";"011-005-029";"11-5";"011-005";0;"f";"c";"Dysponent";"Główny Urząd Miar";"64";;;2;2;0;100;0
"11-5-29-1";"011-005-029-001";"11-5-29";"011-005-029";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorstw";"64";;;;;;;
"11-5-29-1-1";"011-005-029-001-001";"11-5-29-1";"011-005-029-001";0;"t";"e";"Miernik";"Relacja liczba zadań zrealizowanych do liczby zadań zaplanowanych w Programie Pozamilitarnych Przygotowań Obronnych (%)";"64";"100%";"100%";;;;;
"11-5-30";"011-005-030";"11-5";"011-005";0;"f";"c";"Dysponent";"Państwowa Agencja Atomistyki";"68";;;5;5;0;100;0
"11-5-30-1";"011-005-030-001";"11-5-30";"011-005-030";0;"f";"d";"Cel";"Zapewnienie gotowości struktur administracyjno- gospodarczych kraju do obrony państwa";"68";;;;;;;
"11-5-30-1-1";"011-005-030-001-001";"11-5-30-1";"011-005-030-001";0;"t";"e";"Miernik";"Udział kadry kierowniczej w corocznym szkoleniu obronnym w procentach";"68";"-";"80%";;;;;
"11-5-31";"011-005-031";"11-5";"011-005";0;"f";"c";"Dysponent";"Kasa Rolniczego Ubezpieczenia Społecznego";"72";;;10;10;0;100;0
"11-5-31-1";"011-005-031-001";"11-5-31";"011-005-031";0;"f";"d";"Cel";"Zapewnienie właściwego przygotowania w realizacji zadań wykonywanych w ramach przygotowań obronnych państwa";"72";;;;;;;
"11-5-31-1-1";"011-005-031-001-001";"11-5-31-1";"011-005-031-001";0;"t";"e";"Miernik";"Liczba osób przeszkolonych";"72";"60 osób";"60 osób";;;;;
"11-5-32";"011-005-032";"11-5";"011-005";0;"f";"c";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";;;2080;2080;0;100;0
"11-5-32-1";"011-005-032-001";"11-5-32";"011-005-032";0;"f";"d";"Cel";"Utrzymanie zdolności realizacji zadań obronnych przez organy administracji publicznej i przedsiębiorców";"76";;;;;;;
"11-5-32-1-1";"011-005-032-001-001";"11-5-32-1";"011-005-032-001";0;"t";"e";"Miernik";"Skuteczność egzekwowania wykonywania zadań przez przedsiębiorców w %";"76";"80";"100";;;;;
"11-5-33";"011-005-033";"11-5";"011-005";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;41726;41726;0;100;0
"11-5-33-1";"011-005-033-001";"11-5-33";"011-005-033";0;"f";"d";"Cel";"Zapewnienie niezbędnych zasobów do funkcjonowania województwa w czasie zagroŜenia bezpieczeństwa państwa i wojny";"85";;;;;;;
"11-5-33-1-1";"011-005-033-001-001";"11-5-33-1";"011-005-033-001";0;"t";"e";"Miernik";"Procent realizacji zadań rocznych określonych w Programie Pozamilitarnych Przygotowań Obronnych (PPPO) na lata 2009-2018";"85";"-";"82,6%";;;;;
"12";"012";;;;"f";"a";"FUNKCJA 12";"ŚRODOWISKO";;;;3076926;615206;2461720;19.99;80.01
"12-1";"012-001";"12";"012";;"f";"b";"Zadanie 12.1";"Kształtowanie bioróŜnorodności";;;;181693;132387;49306;72.86;27.14
"12-1-1";"012-001-001";"12-1";"012-001";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"41";;;181693;132387;49306;72.86;27.14
"12-1-1";"012-001-001";"12-1";"012-001";1;"f";"c";"Podzadanie 12.1.1";"Ochrona przyrody i krajobrazu";;;;167161;124255;42906;74.33;25.67
"12-1-1-1";"012-001-001-001";"12-1-1";"012-001-001";0;"f";"d";"Cel";"Zachowanie i kształtowanie wartości przyrodniczych i krajobrazowych";"41";;;;;;;
"12-1-1-1";"012-001-001-001";"12-1-1";"012-001-001";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"41";;;167161;124255;42906;74.33;25.67
"12-1-1-1-1";"012-001-001-001-001";"12-1-1-1";"012-001-001-001";0;"t";"e";"Miernik";"Ilość obszarowych form ochrony przyrody";"41";"2798";"2841";;;;;
"12-1-1-1-1";"012-001-001-001-001";"12-1-1-1";"012-001-001-001";1;"f";"e";"Cel";"Ochrona róŜnorodności biologicznej i krajobrazowej oraz odtworzenie i wzbogacenie zasobów przyrody";"41";;;;;;;
"12-1-1-1-1-1";"012-001-001-001-001-001";"12-1-1-1-1";"012-001-001-001-001";1;"t";"f";"Miernik";"Powierzchnia ekosystemów objętych zabiegami ochronnymi (ha)";"41";"50714";"62569";;;;;
"12-1-1-1-2";"012-001-001-001-002";"12-1-1-1";"012-001-001-001";0;"t";"e";"Miernik";"Powierzchnia na której zachowano lub ukształtowano wartości przyrodnicze i krajobrazowe (ha)";"41";"270000";"500500";;;;;
"12-1-1-2";"012-001-001-002";"12-1-1";"012-001-001";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;20125;20125;0;100;0
"12-1-1-2-1";"012-001-001-002-001";"12-1-1-2";"012-001-001-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"12-1-1-2-1-1";"012-001-001-002-001-001";"12-1-1-2-1";"012-001-001-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"12-1-2";"012-001-002";"12-1";"012-001";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;24835;24835;0;100;0
"12-1-2";"012-001-002";"12-1";"012-001";1;"f";"c";"Podzadanie 12.1.2";"Ochrona i zrównowaŜony rozwój lasów";;;;7349;7349;0;100;0
"12-1-2-1";"012-001-002-001";"12-1-2";"012-001-002";0;"f";"d";"Cel";"Zachowanie walorów przyrodniczych i krajobrazowych";"85";;;;;;;
"12-1-2-1";"012-001-002-001";"12-1-2";"012-001-002";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"41";;;7349;7349;0;100;0
"12-1-2-1-1";"012-001-002-001-001";"12-1-2-1";"012-001-002-001";0;"t";"e";"Miernik";"Powierzchnia obszarów chronionych (w ha";"85";"-";"445 702,7";;;;;
"12-1-2-1-1";"012-001-002-001-001";"12-1-2-1";"012-001-002-001";1;"f";"e";"Cel";"Rozwijanie zrównowaŜonej, wielofunkcyjnej gospodarki leśnej oraz ochrona ekosystemów leśnych";"41";;;;;;;
"12-1-2-1-1-1";"012-001-002-001-001-001";"12-1-2-1-1";"012-001-002-001-001";1;"t";"f";"Miernik";"Powierzchnia objęta wielkoobszarową inwentaryzacją lasu (ha)";"41";"8000000";"8000000";;;;;
"12-1-2-2";"012-001-002-002";"12-1-2";"012-001-002";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;4710;4710;0;100;0
"12-1-2-2-1";"012-001-002-002-001";"12-1-2-2";"012-001-002-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"12-1-2-2-1-1";"012-001-002-002-001-001";"12-1-2-2-1";"012-001-002-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"12-1-3";"012-001-003";"12-1";"012-001";1;"f";"c";"Podzadanie 12.1.3";"Ochrona gleb";;;;7183;783;6400;10.9;89.1
