"numer";"funkcja_zadanie";"podzadanie";"dysponent";"czesc";"cel";"miernik_nazwa";"miernik_wartosc_bazowa";"miernik_wartosc_rok_obec";"ogolem";"budzet_panstwa";"budzet_srodkow_europejskich"
"4.9.3";;"4.9.3. Nadzór nad działalnością rynku emerytalnego";"Ministerstwo Finansów";"19";"Zapewnianie zgodności działalności nadzorowanych podmiotów z przepisami prawa, postanowieniami statutów oraz interesem członków funduszy emerytalnych i uczestników pracowniczych programów emerytalnych.";"Logiczny Tak/Nie";"Tak";"Tak";459;459;0
"4.9.3";;;"Komisja Nadzoru Finansowego";"70";"Zapewnienie zgodności działalności nadzorowanych podmiotów z przepisami prawa, postanowieniami statutów oraz interesem członków funduszy emerytalnych i uczestników pracowniczych programów emerytalnych.";"Stopień realizacji planów działań nadzorczych w poszczególnych obszarach nadzoru: 1. licencyjnego, 2. pośredniego, 3. inspekcyjnego.";"95%";"95%";14187;14187;0
"4.9.4";;"4.9.4. Nadzór bankowy";"Ministerstwo Finansów";"19";"Zapewnianie bezpieczeństwa środków gromadzonych na rachunkach bankowych";"Logiczny Tak/Nie";"Tak";"Tak";1093;1093;0
"4.9.4";;;"Komisja Nadzoru Finansowego";"70";"Zapewnienie bezpieczeństwa środków gromadzonych na rachunkach bankowych i zgodności działalności banków z przepisami prawa regulującymi działalność banków.";"Procentowe wykonanie kwartalnej oceny sytuacji wszystkich nadzorowanych podmiotów w oparciu o istniejące metodyki w pionie nadzoru bankowego.";"100%";"100%";129709;129709;0
"4.9.5";;"4.9.5. Nadzór nad pośrednikami finansowymi";"Ministerstwo Finansów";"19";"Zapewnianie zgodności działalności nadzorowanych podmiotów z przepisami prawa";"Logiczny Tak/Nie";"Tak";"Tak";468;468;0
"4.9.6";;"4.9.6. Ochrona interesów nieprofesjonalnych uczestników rynku finansowego";"Ministerstwo Finansów";"19";"Zapewnienie skutecznej ochrony interesów nieprofesjonalnych uczestników rynku finansowego";"Logiczny Tak/Nie";"Tak";"Tak";818;818;0
"4.10";"4.10. Informatyzacja działalności i budowa społeczeństwa informacyjnego";;"Ministerstwo Finansów";"19";"Zapewnienie ciągłości działania systemów informatycznych na uzgodnionym poziomie dostępności i bezpieczeństwa oraz skuteczna realizacja strategicznych projektów rozwojowych resortu";"Liczba uruchomionych i rozszerzonych usług teleinformatycznych ";"Uruchomienie usług uzgodnionych z użytkownikami";"Uruchomienie usług uzgodnionych z użytkownikami";151745;121878;29867
"4.10";;;;"19";;"Wskaźnik dostępności eksploatowanych systemów informatycznych ";"Utrzymanie wskaźnika na poziomie uzgodnionym z użytkownikami";"Utrzymanie wskaźnika na poziomie uzgodnionym z użytkownikami";;;
"4.10.1";;"4.10.1. Utrzymanie systemów informatycznych";"Ministerstwo Finansów";"19";"Zapewnienie ciągłości działania systemów informatycznych na uzgodnionym poziomie dostępności i bezpieczeństwa";"Wskaźnik dostępności eksploatowanych systemów informatycznych ";"Utrzymanie wskaźnika na poziomie uzgodnionym z użytkownikami";"Utrzymanie wskaźnika na poziomie uzgodnionym z użytkownikami";140291;120164;20127
"4.10.2";;"4.10.2. Budowa i wdrożenie rozwiązań informatycznych";"Ministerstwo Finansów";"19";"Skuteczna realizacja strategicznych projektów rozwojowych resortu";"Liczba uruchomionych i rozszerzonych usług informatycznych ";"Uruchomienie usług uzgodnionych z użytkownikami";"Uruchomienie usług uzgodnionych z użytkownikami";11454;1714;9740
"5";"FUNKCJA 5. OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA";;;;;;;;199435;199435;0
"5.1";"5.1. Gospodarowanie mieniem Skarbu Państwa";;"Ministerstwo Finansów";"19";"Efektywne gospodarowanie mieniem Skarbu Państwa";"Logiczny Tak/Nie";"Nie";"Tak";14;14;0
"5.1";;;"Ministerstwo Obrony Narodowej";"29";"Efektywne gospodarowanie mieniem Skarbu Państwa";"Rentowność działalności (bez dotacji budżetowej)";"WAM 27,6% (2009), AMW 33,0% (2009)";"WAM 13,5 %, AMW 44,6%";0;0;0
"5.1";;;"Ministerstwo Skarbu Państwa";"36";"Zwiększanie konkurencyjności polskiej gospodarki poprzez zmianę struktury własnościowej";"Liczba prywatyzowanych podmiotów";"94";"117";32354;32354;0
"5.1";;;"Wojewodowie";"85";"Efektywne gospodarowanie mieniem Skarbu Państwa";"Koszty gospodarowania mieniem w stosunku do osiągniętych dochodów i przychodów";"7%";"8%";67887;67887;0
"5.1.1";;"5.1.1. Przekształcenia własnościowe (prywatyzacja)";"Ministerstwo Obrony Narodowej";"29";"Sprawne prowadzenie przekształceń własnościowych";"Rentowność sprzedaży mienia - nieruchomości i rzeczy ruchomych (bez innych form zagospodarowania mienia Skarbu Państwa) ";"WAM 84,1% (2009), AMW 43,8% (2009)";"WAM 69,9 %, AMW 48,3%";0;0;0
"5.1.1";;;"Ministerstwo Skarbu Państwa";"36";"Sprawne prowadzenie przekształceń własnościowych";"Przychody ogółem z prywatyzacji w stosunku do planów prywatyzacyjnych";"40,86%";"100%";7504;7504;0
"5.1.1";;;"Wojewodowie";"85";"-";"-";"-";"-";541;541;0
"5.1.2";;"5.1.2. Nadzór właścicielski";"Ministerstwo Skarbu Państwa";"36";"Realizacja interesów Skarbu Państwa w nadzorowanych podmiotach przy zapewnieniu efektywności ich działania";"Liczba spółek nadzorowanych, które osiągnęły zysk w stosunku do liczby spółek nadzorowanych ogółem";"58,96%";"75%";20029;20029;0
"5.1.2";;;"Wojewodowie";"85";"-";"-";"-";"-";772;772;0
"5.1.3";;"5.1.3. Zarządzanie mieniem Skarbu Państwa";"Ministerstwo Finansów";"19";"Efektywne zagospodarowanie mienia Skarbu Państwa uwzględniające zasady rachunku ekonomicznego oraz właściwego zabezpieczenia interesów majątkowych Skarbu Państwa";"Logiczny Tak/Nie";"Nie";"Tak";14;14;0
"5.1.3";;;"Ministerstwo Obrony Narodowej";"29";"Efektywne zagospodarowanie mienia Skarbu Państwa uwzględniające zasady rachunku ekonomicznego oraz właściwego zabezpieczenia interesów majątkowych Skarbu Państwa";"Rentowność działalności (bez sprzedaży mienia i dotacji budżetowej)";"WAM 10% (2009), AMW 8,6% (2009)";"WAM 1,8 %, AMW 4,1%";0;0;0
"5.1.3";;;"Ministerstwo Skarbu Państwa";"36";"Efektywne zagospodarowanie mienia Skarbu Państwa uwzględniające zasady rachunku ekonomicznego oraz właściwego zabezpieczenia interesów majątkowych Skarbu Państwa";"Opisowy sposób przedstawienia zagospodarowania";"raport";"raport";3822;3822;0
"5.1.3";;;"Wojewodowie";"85";"Efektywne gospodarowanie mieniem Skarbu Państwa";"Koszty gospodarowania zasobem w stosunku do osiągniętych dochodów";"-";"-";48874;48874;0
"5.1.4";;"5.1.4. Regulacja stanu prawnego nieruchomości";"Ministerstwo Skarbu Państwa";"36";"Ustalanie stanu prawnego w celu zarządzania zasobem nieruchomości niezbędnym do realizacji zadań przez instytucje publiczne";"Ocena opisowa";"raport";"raport";999;999;0
"5.1.4";;;"Wojewodowie";"85";"Zwiększenie liczby nieruchomości Skarbu Państwa z uregulowanym stanem prawnym";"Liczba nieruchomości Skarbu Państwa o uregulowanym stanie prawnym w stosunku do wszystkich nieruchomości";"-";"-";17700;17700;0
"5.2";"5.2. Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa)";;"Ministerstwo Skarbu Państwa";"36";"Wywiązywanie się ze zobowiązań Skarbu Państwa w stosunku do obywateli";"Liczba zaspokojonych roszczeń w stosunku do wniosków ";"98,1%";"100%";2827;2827;0
"5.2";;;"Wojewodowie";"85";"Zaspokajanie zasadnych roszczeń majątkowych obywateli";"Ilość rozpatrzonych spraw w stosunku do ilości złożonych wniosków i odwołań";"60%";"55%";37503;37503;0
"5.2.1";;"5.2.1. Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa";"Ministerstwo Skarbu Państwa";"36";"Zadośćuczynienie stratom doznanym przez obywateli w wyniku działania organów publicznych";"Liczba zaspokojonych roszczeń w stosunku do wniosków";"98,1%";"100%";2827;2827;0
"5.2.1";;;"Wojewodowie";"85";"Zapewnienie wypłat zobowiązań";"Stosunek liczby wydanych w terminie decyzji do wszystkich wydanych decyzji";"-";"-";32241;32241;0
"5.2.2";;"5.2.2. Rewindykacja mienia i rekompensaty za mienie pozostawione poza granicami państwa ";"Wojewodowie";"85";"Zadośćuczynienie roszczeniom osób, które pozostawiły nieruchomości poza obecnymi granicami Rzeczypospolitej Polskiej";"Przeciętny czas oceny od otrzymania kompletnego wniosku do wydania postanowienia";"-";"-";5262;5262;0
"5.3";"5.3. Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna";;"Ministerstwo Finansów";"19";"Ochrona praw i interesów Skarbu Państwa";"Zapewnienie właściwej, zgodnej z prawem realizacji zadań";"-";"95%";184;184;0
"5.3";;;"Prokuratoria Generalna Skarbu Państwa";"74";"Ochrona praw i interesów Skarbu Państwa w ramach prowadzonych postępowań przez PGSP";"Liczba spraw zakończonych prawomocnie minus liczba spraw przegranych z powodu błędów formalnych radców PGSP do liczby spraw zakończonych prawomocnie";"96%";"99%";40604;40604;0
"5.3";;;"Wojewodowie";"85";"Zabezpieczenie interesów Skarbu Państwa i Urzędu";"Liczba zakończonych spraw ogółem/liczba zakończonych postępowań (%)";"67%";"68%";18062;18062;0
"5.3.1";;"5.3.1. Wykonywanie zastępstwa procesowego";"Prokuratoria Generalna Skarbu Państwa";"74";"Ochrona praw i interesów Skarbu Państwa w ramach prowadzonych postępowań przez PGSP";"Liczba spraw zakończonych prawomocnie minus liczba spraw przegranych z powodu błędów formalnych radców PGSP do liczby spraw zakończonych prawomocnie";"96%";"99%";40604;40604;0
"5.3.1";;;"Wojewodowie";"85";"Zapewnienie właściwej reprezentacji Skarbu Państwa i Wojewody w postępowaniach sądowych i sądowo administracyjnych";"Liczba przegranych spraw ogółem/liczba zakończonych postępowań (%)";"-";"-";4861;4861;0
"5.3.2";;"5.3.2. Działalność opiniodawcza i legislacyjna";"Ministerstwo Finansów";"19";"Zapewnienie właściwej, zgodnej z prawem realizacji zadań";"Liczba zakończonych postępowań/liczba prowadzonych postępowań";"95%";"95%";184;184;0
"5.3.2";;;"Wojewodowie";"85";"Zapewnienie właściwej, zgodnej z prawem realizacji zadań Wojewody ";"Liczba wydanych opinii prawnych w ciągu 7 dni w stosunku do wszystkich wydanych opinii";"-";"-";13201;13201;0
"6";"FUNKCJA 6. POLITYKA GOSPODARCZA KRAJU";;;;;;;;4319308;2675841;1643467
"6.1";"6.1. Wzrost konkurencyjności gospodarki";;"Ministerstwo Gospodarki";"20";"Zrównoważony rozwój polskiej gospodarki";"PKB per capita (w relacji do UE-27)";"56,4%";"62,8%";1903565;658021;1245544
"6.1";;;;"20";;"Liczba przedsiębiorstw, w tym MSP";"1.862 tys., msp 1.859 tys.";"2.005 tys., msp 2.002 tys.";;;
"6.1";;;;"20";;"Wartość bezpośrednich inwestycji zagranicznych";"8,3 mld euro";"> 10 mld euro";;;
"6.1.1";;"6.1.1. Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji";"Ministerstwo Gospodarki";"20";"Zapewnianie stabilnych i sprzyjających rozwojowi warunków prawno-organizacyjnych dla funkcjonowania przedsiębiorców";"Czas rejestracji działalności.";"Osoby fizyczne - 31 dni";"osoby fizyczne do 3 dni";8750;858;7892
"6.1.2";;"6.1.2. Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw";"Ministerstwo Gospodarki";"20";"Zwiększanie udziału przedsiębiorstw prowadzących działalność innowacyjną";"% udział przedsiębiorstw prowadzących działalność innowacyjną w przemyśle.";"31,8";"34,8";1373724;278711;1095013
"6.1.3";;"6.1.3. Tworzenie warunków dla funkcjonowania przedsiębiorstw";"Ministerstwo Gospodarki";"20";"Zapewnianie stabilnych i sprzyjających rozwojowi warunków funkcjonowania przedsiębiorców.";"Rentowność obrotu brutto z całokształtu działalności (w przedsiębiorstwach pow. 9 zatrudnionych)";"4,3%";">5%";125197;102740;22457
"6.1.4";;"6.1.4. Wspieranie mikro, małych i średnich przedsiębiorstw";"Ministerstwo Gospodarki";"20";"Zapewnianie stabilnych i sprzyjających rozwojowi warunków funkcjonowania mikro, małych i średnich przedsiębiorstw";"Dynamika przychodów ogółem w sektorze MSP (r/r)";"1%";">6%";50524;50524;0
"6.1.5";;"6.1.5. System wsparcia inwestorów";"Ministerstwo Gospodarki";"20";"Zapewnianie warunków do tworzenia nowych miejsc pracy";"Ilość miejsc pracy utworzonych w wyniku inwestycji.";"ok. 20 tys.";"ok. 25 tys.";187101;93008;94093
"6.1.6";;"6.1.6. Współtworzenie polityki gospodarczej i wspólnej polityki handlowej Unii Europejskiej uwzgledniajacej interesy Polski";"Ministerstwo Gospodarki";"20";"Wzmocnienie pozycji polskich interesów gospodarczych w ramach JRE. Ochrona unijnego rynku przed nieuczciwymi praktykami handlowymi";"Deficyt transpozycji";"(2006 r.)
0,9%";"<1%";31500;31500;0
"6.1.7";;"6.1.7. Promocja gospodarcza Polski";"Ministerstwo Gospodarki";"20";"Umocnienie pozytywnego wizerunku Polski za granicą";"Liczba udzielonych dotacji na realizację przedsięwzięć promujących lub wspierajacych polski eksport";"284
(2009 r.)";"300";97537;92698;4839
"6.1.8";;"6.1.8. Intensyfikacja wymiany handlowej w zakresie produktu, usług i kapitału";"Ministerstwo Gospodarki";"20";"Zrównoważenie wymiany handlowej. Wzrost polskiego eksportu.";"Eksport per capita";"(2009 r.)
2,6 tys. euro";"3,1 tys. euro";29232;7982;21250
"6.2";"6.2. Bezpieczeństwo gospodarcze państwa";;"Ministerstwo Gospodarki";"20";"Zapewnianie ciągłości dostaw surowców energetycznych";"Udział produkcji energii elektrycznej z paliw pochodzenia krajowego w krajowej produkcji energii elektrycznej";"88,5%";"powyżej 85%";913611;613611;300000
"6.2";;;;"20";;"Nadwyżka mocy dyspozycyjnych elektrowni krajowych w stosunku do maksymalnego krajowego zapotrzebowania mocy";"14,1%";"powyżej 15%";;;
"6.2";;;"Ministerstwo Środowiska";"41";"Zapewnianie ciągłości dostaw surowców energetycznych";"Łączna głębokość otworów wykonanych w celu rozpoznania zasobów wód termalnych (m)";"0";"4000";0;0;0
"6.2";;;"Urząd Regulacji Energetyki";"50";"Zapewnienie ciągłości dostaw surowców energetycznych";"Przeciętny systemowy czas trwania nieplanowanej przerwy długiej i bardzo długiej, nieuwzględniający zdarzeń o charakterze katastrofalnym ";"410";"374";1909;1909;0
"6.2";;;"Wojewodowie";"85";"Zapewnienie ciągłości dostaw surowców energetycznych";"Ilośc uzgodnionych i opracowanych planów wprowadzajacych ograniczenia w dostawie ciepła oraz obrocie i zużyciu paliw płynnych";" - ";" - ";252;252;0
"6.2.1";;"6.2.1. Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego";"Ministerstwo Gospodarki";"20";"Zapewnianie zdywersyfikowanych kontraktów na dostawy oraz rozbudowa infrastruktury umożliwiającej dywersyfikację.";"Wskaźnik wielkości pokrycia zapotrzebowania na gaz ziemny z magazynów gazu (dni)";"-";"38 dni";106291;9959;96332
"6.2.2";;"6.2.2. Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego";"Ministerstwo Gospodarki";"20";"Wzrost efektywności funkcjonowania górnictwa węgla kamiennego";"Jednostkowy wynik ze sprzedaży węgla.";"j. wynik 8,08 zł/t";"j.wynik >0";453247;453247;0
"6.2.3";;"6.2.3. Wspieranie bezpieczeństwa energetycznego";"Ministerstwo Gospodarki";"20";"Podwyższanie sprawności wytwarzania, przesyłania, dystrybucji i użytkowania energii";"Energochłonność gospodarki = kg paliwa umownego/ na 1 Euro PKB";"0,27";"0,255";218048;14380;203668
"6.2.3";;;"Urząd Regulacji Energetyki";"50";"Podwyższanie sprawności wytwarzania, przesyłania, dystrybucji i użytkowania energii";"Przeciętny systemowy czas trwania nieplanowanej przerwy długiej i bardzo długiej, nieuwzględniający zdarzeń o charakterze katastrofalnym ";"410";"374";1909;1909;0
"6.2.3";;;"Wojewodowie";"85";"Zapewnienie rezerw w warunkach kryzysu";"Ilość upoważnień do zakupu paliw";"-";"-";252;252;0
"6.2.4";;"6.2.4. Wspieranie wykorzystania odnawialnych źródeł energii i biopaliw ciekłych w transporcie";"Ministerstwo Gospodarki";"20";"Wzrost udziału odnawialnych źródeł energii w bilansie paliwowo-energetycznym w tym biopaliw";"Udział energii elektrycznej ze źródeł odnawialnych w ogólnym jej zużyciu";"2,64%";"7,2%";0;0;0
"6.2.4";;;"Ministerstwo Środowiska";"41";"Wzrost udziału odnawialnych źródeł energii w bilansie paliwowo-energetycznym w tym biopaliw";"Łączna głębokość otworów wykonanych w celu rozpoznania zasobów wód termalnych";"0";"4000";0;0;0
"6.2.5";;"6.2.5. Potencjał gospodarczy na rzecz bezpieczeństwa państwa";"Ministerstwo Gospodarki";"20";"Zapewnianie rezerw strategicznych zgodnie z potrzebami państwa w warunkach kryzysu.";"Procent realizacji wartości bazowej rezerw, określonej przez organ tworzący.";"65%";"nie mniej niż 80%";110699;110699;0
"6.2.6";;"6.2.6. Budowa infrastruktury dla energetyki jądrowej";"Ministerstwo Gospodarki";"20";"Stwarzanie warunków do rozwoju energetyki jądrowej w Polsce";"Poziom akceptacji społecznej dla rozwoju energetyki jądrowej";"48%";"55%";25326;25326;0
"6.3";"6.3. Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego";;"Ministerstwo Infrastruktury";"26";"Wzrost dostępności usług telekomunikacyjnych i pocztowych dla społeczeństwa oraz zwiększanie ich wykorzystania";"Ilość operatorów pocztowych działających na rynku w szt.";"210";"250";6303;6112;191
"6.3";;;;"26";;"Penetracja stacjonarnego szerokopasmowego dostępu do sieci Internet w %";"10,9";"15,2";;;
"6.3";;;"Urząd Komunikacji Elektronicznej";"76";"Stworzenie odpowiednich warunków regulacyjnych, tak aby zapewnić każdemu gospodarstwu domowemu i przedsiębiorcy w Polsce dostęp do przystępnych usług szerokopasmowych do 2015 r. - korzyści społeczne i ekonomiczne";"Odsetek gospodarstw domowych posiadających dostęp szerokopasmowy do sieci Internet";"55";"65";36140;35618;522
"6.3.1";;"6.3.1. Regulacja rynku usług telekomunikacyjnych i pocztowych";"Ministerstwo Infrastruktury";"26";"Zapewnianie prawidłowego funkcjonowania rynku telekomunikacyjnego i pocztowego oraz wzrostu ich konkurencyjności";"Ilość wydanych w danym roku aktów prawnych i dokumentów rządowych do ilości planowanych do wydania dla realizacji celu w szt.";"1 do 1";"2 do 2";4403;4212;191
