"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.06.04.00-00-012/10-00";"Południowo-zachodni Szlak Cysterski";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.04.00";"";"Cały kraj";"";"";"36,803,890.48";"31,536,250.00";"26,805,812.50";"22,784,940.62";"Województwo Dolnośląskie";"8992233911";"50-411";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"POIG.06.04.00-00-012/10-01";"Nie";"2010/09/30";"2010/10/25"
"POIG.06.04.00-00-018/10-00";"Bug - rajem dla turysty";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.04.00";"";"Cały kraj";"";"";"11,200,000.00";"11,190,000.00";"9,511,500.00";"8,084,775.00";"Gmina Drohiczyn";"5441437094";"17-312";"Drohiczyn";"Podlaskie";"Powiat siemiatycki";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"gminna samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.06.04.00-00-018/10-02";"Nie";"2010/12/21";"2010/12/22"
"POIG.06.05.01-00-001/09-01";"Promocja polskiej gospodarki na rynkach międzynarodowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.01";"Cały kraj";"";"";"198,507,840.00";"198,507,840.00";"198,507,840.00";"168,731,664.00";"Minister Gospodarki, Departament Instrumentów Wsparcia";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.06.05.01-00-001/09-03";"Nie";"2010/09/27";"2010/10/14"
"POIG.06.05.02-00-012/10-00";"Promocja firmy Datentechnik na rynku izraelskim";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"7,264.00";"5,954.00";"2,977.00";"2,530.45";"Datentechnik Mariusz Jednoralski";"7262296241";"91-226";"Łódź";"Łódzkie";"Powiat m. Łódź";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/12/13";"2010/12/16"
"POIG.06.05.02-00-013/10-00";"Rozwój działalności eksportowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"28,391.84";"23,272.00";"11,636.00";"9,890.60";"AQUADREAM Sp. z o.o.";"1132723523";"03-801";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-013/10-01";"Tak";"2010/12/09";"2010/12/09"
"POIG.06.05.02-00-014/10-00";"Rozwój działalnosci eksportowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"28,391.84";"23,272.00";"11,636.00";"9,890.60";"VIKA-MET Roman Moczulski";"5321753786";"05-420";"Józefów";"Mazowieckie";"Powiat otwocki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-014/10-01";"Tak";"2010/12/21";"2010/12/21"
"POIG.06.05.02-00-015/10-00";"Rozwój działalności eksportowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"20,496.00";"16,800.00";"8,400.00";"7,140.00";"Centrum Informacji Gospodarczej Andrzej Nogal";"8261765303";"00-801";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-015/10-01";"Tak";"2010/12/09";"2010/12/09"
"POIG.06.05.02-00-016/10-00";"Rozwój działalności eksportowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"20,496.00";"16,800.00";"8,400.00";"7,140.00";"DAKO Konrad Lasek Producent Lizaków";"1251246294";"05-200";"Wołomin";"Mazowieckie";"Powiat wołomiński";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-016/10-01";"Tak";"2010/12/13";"2010/12/14"
"POIG.06.05.02-00-017/10-00";"Rozwój działalności ekspoprtowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"20,496.00";"16,800.00";"8,400.00";"7,140.00";"C.K. RETUREX Biuro Handlowo-Prawne Czesław Komasa";"1130485806";"04-801";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-017/10-01";"Tak";"2010/12/14";"2010/12/14"
"POIG.06.05.02-00-018/10-00";"Rozwój działalnosci eksportowej przez udział w misji gospodarczej do USA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"20,496.00";"16,800.00";"8,400.00";"7,140.00";"Przedsiębiorstwo Usługowo-Gastronomiczne ŻAK Iwona Marcinkiewicz";"9291025161";"65-001";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra / Powiat zielonogórski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-018/10-01";"Tak";"2010/12/15";"2010/12/15"
"POIG.06.05.02-00-020/10-00";"Promocja polskich samochodów terenowego i dostawczego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"7,250.66";"5,943.16";"2,971.58";"2,525.84";"DZT TYMIŃSCY SPÓŁKA JAWNA";"5441502704";"17-300";"Baciki Średnie";"Podlaskie";"Powiat siemiatycki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-020/10-01";"Tak";"2010/12/21";"2010/12/21"
"POIG.06.05.02-00-022/10-00";"Udział w targach Autumn International Fair Albania/Tirana 25-30.11.2010";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"19,616.00";"19,000.00";"9,500.00";"8,075.00";"Pol-Mot Rail Sp. z o.o.";"5272561844";"00-220";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-022/10-01";"Tak";"2010/11/22";"2010/11/23"
"POIG.06.05.02-00-023/10-00";"Udział w targach Tirana International Autumn Fair Albania/Tirana 25-30.11.2010";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"34,476.00";"33,816.00";"16,908.00";"14,371.80";"POL-MOT WARFAMA S.A.";"7392388088";"11-040";"Dobre Miasto";"Warmińsko-mazurskie";"Powiat olsztyński";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/12/06";"2010/12/06"
"POIG.06.05.02-00-024/10-00";"Stoisko narodowe na Międzynarodowych Targach ""Autumn International Fair"" Albania/Tirana";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"38,388.00";"37,728.00";"18,864.00";"16,034.40";"Altrex International Sp. z o.o.";"1180009054";"03-286";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-024/10-01";"Tak";"2010/12/22";"2010/12/22"
"POIG.06.05.02-00-027/10-00";"Udział w Targach AUTUMN International Fair/Tirana, 25-30.11.2010.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"30,660.00";"30,000.00";"15,000.00";"12,750.00";"Przemysłowe Centrum Optyki S.A.";"5250000825";"03-982";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-027/10-01";"Tak";"2010/12/14";"2010/12/14"
"POIG.06.05.02-00-031/10-00";"Wznowienie kontaktów handlowych i sprzedaży produktów FASER S.A. w Albanii";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"31,648.00";"30,438.00";"15,219.00";"12,936.15";"Fabryka Sprzętu Ratunkowego i Lamp Górniczych FASER S.A.";"6451990574";"42-600";"Tarnowskie Góry";"Śląskie";"Powiat tarnogórski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-031/10-01";"Tak";"2010/12/09";"2010/12/09"
"POIG.06.05.02-00-037/10-00";"Misja Gospodarcza towarzysząca wizycie Wicepremiera Waldemara Pawlaka do Turcji/ Ankara";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"Cały kraj";"";"";"11,400.00";"9,344.26";"4,672.13";"3,971.31";"Warszawskie Zakłady Zielarskie ""HERBAPOL""";"5340002242";"05-800";"Pruszków";"Mazowieckie";"Powiat pruszkowski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"przedsiębiorstwo państwowe - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-037/10-01";"Tak";"2010/12/16";"2010/12/16"
"POIG.07.01.00-00-007/09-03";"Elektroniczna Platforma Gromadzenia, Analizy i Udostępniania Zasobów Cyfrowych o  Zdarzeniach Medycznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"712,640,000.00";"676,840,000.00";"676,840,000.00";"575,314,000.00";"Centrum Systemów Informacyjnych Ochrony Zdrowia";"5251575309";"02-326";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.07.01.00-00-007/09-15";"Nie";"2010/05/28";"2010/05/31"
"POIG.07.01.00-00-008/09-03";"Platforma udostępniania on-line przedsiębiorcom usług i zasobów cyfrowych rejestrów medycznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"53,263,000.00";"50,763,000.00";"50,763,000.00";"43,148,550.00";"Centrum Systemów Informacyjnych Ochrony Zdrowia";"5251575309";"02-326";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.07.01.00-00-008/09-11";"Nie";"2010/05/31";"2010/06/25"
"POIG.07.01.00-00-009/09-04";"Budowa systemu usług elektronicznych MS, w tym uruchomienie usług dla przedsiębiorców i osób fizycznych, poprzez dostęp elektroniczny do wydziałów Krajowego Rejestru Sądowego, Krajowego Rejestru Karnego, Biura Monitora Sądowego i Gospodarczego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"9,747,050.00";"9,747,050.00";"9,747,050.00";"8,284,992.50";"Ministerstwo Sprawiedliwości";"5261673166";"00-950";"Warszawa";"";"";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-009/09-06";"Nie";"2010/12/30";"2010/08/09"
"POIG.07.01.00-00-010/09-03";"Geoportal 2";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"89,840,000.00";"89,840,000.00";"89,840,000.00";"76,364,000.00";"Główny Geodeta Kraju";"5261725466";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-010/09-10";"Nie";"2010/07/08";"2009/12/07"
"POIG.07.01.00-00-011/09-03";"Konsolidacja i centralizacja systemów celnych i podatkowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"167,000,000.00";"167,000,000.00";"167,000,000.00";"141,950,000.00";"Ministerstwo Finansów";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-011/09-10";"Nie";"2010/12/28";"2011/01/04"
"POIG.07.01.00-00-012/09-01";"Program e-Cło";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"119,084,500.00";"119,084,500.00";"119,084,500.00";"101,221,825.00";"Ministerstwo Finansów";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-012/09-12";"Nie";"2010/09/23";"2010/10/14"
"POIG.07.01.00-00-018/09-01";"Georeferencyjna Baza Danych Obiektów Topograficznych (GBDOT) wraz z krajowym systemem zarządzania";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"170,000,000.00";"170,000,000.00";"170,000,000.00";"144,500,000.00";"Główny Geodeta Kraju";"5261725466";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-018/09-07";"Nie";"2010/06/15";"2010/08/03"
"POIG.07.01.00-00-019/09-01";"System informacyjny o Infrastrukturze Szerokopasmowej i portal Polska Szerokopasmowa";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"15,999,968.00";"15,999,968.00";"15,999,968.00";"13,599,972.80";"Instytut Łączności Państwowy Instytut Badawczy";"5250009312";"04-894";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"jednostka naukowa";"00 Nie dotyczy";"POIG.07.01.00-00-019/09-18";"Nie";"2010/07/08";"2010/07/09"
"POIG.07.01.00-00-021/09-01";"TERYT 2 - Państwowy rejestr granic i powierzchni jednostek podziałów terytorialnych kraju";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"45,000,000.00";"45,000,000.00";"45,000,000.00";"38,250,000.00";"Główny Geodeta Kraju";"5261725466";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-021/09-08";"Nie";"2010/05/26";"2010/06/08"
"POIG.07.01.00-00-024/09-00";"Budowa i wyposażenie Centrów Powiadamiania Ratunkowego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"350,000,000.00";"350,000,000.00";"125,850,000.00";"106,972,500.00";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.07.01.00-00-024/09-03";"Nie";"2010/07/30";"2010/08/06"
"POIG.07.01.00-00-025/09-01";"Informatyczny system osłony kraju przed nadzwyczajnymi zagrożeniami.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"299,976,767.03";"239,967,015.42";"239,967,015.42";"203,971,963.10";"Instytut Meteorologii i Gospodarki Wodnej";"5250008809";"01-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"jednostka naukowa";"00 Nie dotyczy";"";"";"2010/07/30";"2011/05/23"
"POIG.07.01.00-00-026/09-01";"e-Deklaracje 2";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"90,444,600.00";"90,444,600.00";"8,550,000.00";"7,267,500.00";"Minister Finansów";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/10/27";"2010/10/28"
"POIG.07.01.00-00-028/09-01";"e-Rejestracja";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"40,197,600.00";"40,197,600.00";"5,250,000.00";"4,462,500.00";"Minister Finansów";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/10/27";"2010/10/28"
"POIG.07.01.00-00-028/10-00";"e-Podatki";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"Cały kraj";"";"";"150,741,000.00";"150,741,000.00";"26,390,000.00";"22,431,500.00";"Minister Finansów";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/07/30";"2010/08/03"
"POIG.08.01.00-00-001/08-06";"Uruchomienie wielofunkcyjnej platformy komunikacji internetowej wspierającej realizację działań 8.1 i 8.2 PO IG";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.01.00";"";"Cały kraj";"";"";"4,354,301.40";"4,354,301.40";"4,354,301.40";"3,701,156.19";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/12/30";"2011/01/04"
"POIG.08.01.00-02-219/09-00";"Stworzenie internetowego serwisu do handlu treściami cyfrowymi (foto, video, audio, opracowania dziennikarskie)";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.01.00";"";"Cały kraj";"";"";"676,110.00";"624,347.00";"530,694.95";"451,090.70";"ETHO Systems Tomasz Kabarowski  ";"7542489395";"51-605";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.01.00-02-219/09-05";"Nie";"2010/02/22";"2010/03/15"
"POIG.08.01.00-18-119/08-02";"Platforma dentystyczna usługi elektroniczne szansą na nowe standardy w branży";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.01.00";"";"Cały kraj";"";"";"282,688.80";"245,940.00";"209,049.00";"177,691.65";"EMPIRIO Spółka z Ograniczoną Odpowiedzialnością";"8151757797";"37-100";"Łańcut";"Podkarpackie";"Powiat łańcucki";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.01.00-18-119/08-02";"Tak";"2010/06/28";"2010/12/11"
"POIG.09.01.00-00-003/09-01";"Wsparcie zarządzania IZ POIG w 2010 roku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"Cały kraj";"";"";"1,356,700.00";"1,356,700.00";"1,356,700.00";"1,153,195.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.01.00-00-003/09-04";"Tak";"2010/10/21";"2010/10/22"
